J1	J2	J3	J4	J5	J6	J7	J8	J9	J10	J11	J12	J13	J14	J15	J16	J17	J18	J19	J20	J21	J22	J23	J24	J25	J26	J27	J28	J29	J30	J31	J32
-0.076270694	0.217948367	-0.394631028	0.046878157	-0.055245841	-0.188769465	-0.200684965	0.079114868	-0.181358993	0.011710555	0.109857443	0.067214827	-0.104221081	-0.133872619	0.175001256	-0.019715118	-0.135501555	0.231201713	-0.089272239	0.008536464	0.383036269	-0.021011681	0.067498186	0.188634031	-0.052845266	-0.049636668	-0.041839754	0.262086068	0.09922354	0.081478688	-0.292959921	-0.368426196
-0.028498546	0.107760859	-0.316120411	0.108923133	-0.068170691	-0.054345919	0.003600451	0.006103587	-0.073038339	-0.080167699	0.12416373	0.060404296	-0.070785857	-0.12311562	-0.025164182	-0.071327948	-0.045446979	0.12993801	0.032382023	-0.075684961	0.354644014	0.030874602	0.01679225	0.065435613	-0.063708583	-0.060416888	-0.025241579	-0.098864797	0.099894922	0.056229691	-0.143036758	-0.317564117
-0.04696407	0.302363297	-0.383194079	-0.039790479	-0.127081423	-0.244223753	-0.11640197	-0.017691811	-0.215543245	0.003596679	0.260299204	-0.015877195	-0.098006761	-0.198290432	0.027700486	-0.004871641	-0.177441408	0.329766524	-0.07603498	-0.006635778	0.340941604	0.114970403	0.08759699	0.03206577	-0.040826835	-0.026122453	-0.058445551	-0.23017678	0.102546691	0.003354954	-0.172103553	-0.406850214
-0.069369965	0.256418554	-0.272886169	0.025958958	-0.035619457	-0.265617565	-0.098612324	0.027387551	-0.225908542	0.044142617	0.201877926	0.028157119	-0.098514414	-0.104752405	-0.001624902	0.01760733	-0.19216145	0.265945812	-0.04701984	0.043094429	0.296799832	-0.095911836	0.078161826	0.08734024	0.004408778	-0.018853426	-0.063025263	-0.315804649	0.072770442	0.04692331	-0.169914159	-0.230831026
-0.026309905	0.148169447	-0.290532157	0.103487522	-0.140832566	-0.158730368	-0.125324642	-0.0787872	-0.156963176	-0.042620074	0.142821354	-0.105909951	-0.106345854	-0.19378299	0.007747751	-0.056613248	-0.122953498	0.162593742	-0.121284849	-0.043248758	0.32316142	0.12427276	0.024220029	-0.083386825	-0.069071728	-0.069532486	-0.057706546	-0.099216821	0.087480756	-0.033342187	-0.071194202	-0.310353828
-0.078546785	0.29084204	-0.439203095	0.108770918	-0.080754893	-0.377027138	-0.04148943	-0.050481889	-0.300130166	0.026280994	0.104412064	-0.028133219	-0.10697079	-0.164280547	-0.070615949	0.026394104	-0.279342758	0.296546185	-0.036888865	0.010938334	0.413178682	-0.096701241	0.075299828	-0.020685326	-0.00568284	-0.002526529	-0.10625367	0.013432295	0.102399801	0.064042576	-0.114643693	-0.4079164
-0.08680827	0.201049057	-0.43792228	0.100363182	-0.021997276	-0.227608264	-0.130481323	-0.021251884	-0.213024489	0.006075794	0.252929546	-0.036626341	-0.125321748	-0.109827606	0.141219872	-0.029322551	-0.172161884	0.213831782	-0.093921226	0.012881342	0.428346515	-0.167766399	0.043960339	0.014296271	-0.024436394	-0.062898384	-0.072127852	-0.180801791	0.106982037	0.121286682	-0.138968792	-0.387275662
-2.83333E-05	0.110361522	-0.232304955	0.069754186	-0.129849466	-0.109226112	-0.095852836	0.027882325	-0.128466698	-0.057177008	0.222323396	0.036239603	-0.117810785	-0.162745464	0.250380267	-0.084797054	-0.084856522	0.126040279	-0.03804066	-0.041091809	0.289658529	0.255033096	0.015022778	0.085334633	-0.061986473	-0.09734811	-0.042274299	-0.123746768	0.088684777	-0.027246139	-0.163805433	-0.284636428
-0.024494544	0.214386209	-0.216734032	0.021218484	-0.126769236	-0.265398816	-0.040535071	-0.011919117	-0.234887948	-0.027247713	0.232639395	-0.009960964	-0.125671514	-0.153825542	-0.024698988	-0.036115394	-0.208792055	0.233293042	-0.02724989	-0.025308604	0.206753188	0.05921824	0.026680463	0.002154815	-0.032724159	-0.056263011	-0.102959881	-0.188565427	0.052072971	-0.049613038	-0.058271339	-0.231689491
-0.085840293	-0.029698483	-0.37466727	0.032047392	-0.02918064	0.036659736	-0.077682286	0.044850785	0.011182818	0.005794528	0.240901058	0.024878167	-0.033458243	-0.105499557	0.052855557	-0.03306805	0.025552979	-0.027347712	-0.037232448	0.022888679	0.356269588	-0.153115723	-0.016710173	0.07872988	-0.005395281	-0.048692447	0.003574371	-0.35583228	0.086282599	0.085872499	-0.071448023	-0.317740334
-0.06536504	0.207867959	-0.328850713	0.047352563	-0.073778216	-0.181015686	-0.115756196	0.007933776	-0.168518789	-0.005541972	0.096683914	-0.003797955	-0.093423345	-0.138668119	0.219542696	-0.021891905	-0.131537515	0.22163332	-0.071472629	-0.007659953	0.313897623	-0.02879483	0.061100126	0.052571468	-0.041697777	-0.042016967	-0.04347802	-0.024304051	0.07682807	0.034976363	-0.138329464	-0.305616538
-0.00939092	0.13196857	-0.187323635	-0.085869911	-0.074353327	-0.159697626	-0.045088669	0.053517824	-0.152482037	0.008214725	0.206413296	0.078134683	-0.09711006	-0.097654962	0.058994044	-0.022978326	-0.125050166	0.139349739	0.009207501	0.021865285	0.192691523	0.009198845	0.020919215	0.122653055	0.00333364	-0.050563457	-0.058526353	0.097232543	0.071264964	-0.003372583	-0.174060302	-0.18404207
-0.025276347	0.408145957	-0.31245965	0.001241367	-0.106493856	-0.511899188	-0.200122602	0.006645861	-0.420835023	-0.032242417	0.373854293	-0.017313594	-0.170635421	-0.166427807	0.093625996	-0.019623833	-0.354583382	0.416957652	-0.126602329	-0.063072923	0.322318407	0.094130991	0.138179734	0.071222974	-0.113208048	-0.044131296	-0.104821237	0.154229362	0.108308547	0.00921786	-0.208441367	-0.322668651
-0.11512018	0.113838119	-0.475860107	0.156061934	-0.02917792	-0.148481762	-0.360079912	0.14993257	-0.160437563	0.10109417	0.211050745	0.053733065	-0.125891149	-0.122757463	-0.001434515	-0.001563863	-0.113794781	0.121795727	-0.190056045	0.122216873	0.441492325	-0.274703127	0.017940919	0.253450397	0.013116773	-0.078935069	-0.052277897	-0.232434883	0.090498323	0.120717315	-0.285488132	-0.40853029
-0.058494422	0.253392841	-0.245556769	0.089193128	-0.115460191	-0.345486551	0.048774189	0.081343812	-0.298704964	0.013512308	0.358981365	0.134477995	-0.144216071	-0.131031263	-0.101370719	-0.010101332	-0.266002601	0.266225446	0.090791374	0.027490277	0.18253601	-0.310540199	0.046372384	0.15106041	0.032926931	-0.045494052	-0.118320241	-0.240511296	0.014514119	-0.047283612	-0.128073357	-0.211728392
-0.079585166	0.121451405	-0.425876906	0.069891153	-0.13904807	-0.139780449	0.069118416	0.01746942	-0.114533218	0.050961672	0.167910284	0.071973754	-0.041515913	-0.209969304	0.04824322	0.032974662	-0.120720173	0.131535059	0.072825654	0.057259014	0.351130023	-0.191133242	0.001365862	0.06376234	0.063261898	0.009067106	-0.071360045	-0.308865184	0.078746022	-0.019427311	-0.090533204	-0.396715784
-0.075437088	0.289683643	-0.331335742	0.127577514	-0.118041114	-0.25405916	-0.29251364	-0.100273098	-0.232783589	0.055407059	0.198301191	-0.22324922	-0.126360015	-0.169898959	0.243343097	0.000541679	-0.180213407	0.31383176	-0.277739664	0.05709579	0.256578457	-0.173315633	0.087195221	-0.145238612	-0.024295103	-0.052548876	-0.056235242	0.339869716	0.043371481	-0.029581719	-0.061553438	-0.287994236
-0.117676269	0.227218379	-0.604635412	0.004085002	-0.108004198	-0.16693439	-0.203609467	0.065103906	-0.136059677	0.136134733	0.242242811	0.055028062	-0.036048902	-0.238633094	0.028071717	0.084487394	-0.117627902	0.237562205	-0.099864891	0.129215698	0.483114715	-0.052268191	0.079300509	0.183000259	0.048839232	0.030883823	-0.026761219	-0.485445969	0.127620283	0.06409134	-0.335655108	-0.565963968
-0.007672322	0.027394373	-0.167651011	0.075729199	-0.015418005	-0.007494586	0.07281093	-0.050485557	-0.020259882	-0.118096799	-0.051147478	0.033529197	-0.034928653	-0.041679945	0.147876137	-0.076228613	-0.011632438	0.036719099	0.064778383	-0.122734287	0.239888245	0.022787546	-0.007849201	-0.018548522	-0.080238703	-0.043154093	-0.015478882	-0.190752265	0.066632302	0.060506369	-0.088114265	-0.166341008
-0.066962865	0.106858683	-0.322102206	0.059071495	-0.021666287	-0.048682028	-0.047215398	0.006336894	-0.053548477	0.074889479	-0.030398146	0.016461732	-0.033951756	-0.07552561	0.035287605	0.024556751	-0.031784508	0.107689486	-0.022116232	0.091780673	0.344196419	-0.134206852	0.044729946	0.048377494	0.058973113	-0.008297703	0.001617975	0.230780487	0.071723394	0.093460752	-0.116262654	-0.299361457
-0.031321983	0.19772554	-0.262595342	0.31049243	-0.170134219	-0.153349604	-0.165379365	0.174562303	-0.153962459	0.081061455	0.311815167	0.15945334	-0.096413777	-0.182199303	0.150276542	0.011763474	-0.108109668	0.21069148	-0.026138829	0.099866485	0.224943738	-0.256566933	0.06641177	0.296608649	0.032010018	-0.041969318	-0.028199859	-0.452506682	0.029392824	-0.078029787	-0.280844956	-0.242883722
-0.029938518	0.101820999	-0.271444671	0.016659322	-0.047198436	-0.219934143	-0.007116851	-0.074155616	-0.206690222	-0.138211752	0.296426597	-0.047387552	-0.140474276	-0.093596484	0.195857452	-0.112297624	-0.176114608	0.104243372	-0.019320651	-0.140679591	0.294189725	-0.061681056	-0.007851337	-0.083547531	-0.114472625	-0.100531377	-0.095851109	-0.183672372	0.089652238	0.046276257	-0.033865472	-0.25265003
-0.041987561	0.106509588	-0.314232627	-0.069695174	0.005608565	-0.039238061	-0.049467589	-0.147978652	-0.061747632	-0.145556928	0.245155207	-0.134239092	-0.07101498	-0.062230764	0.058863485	-0.109298071	-0.023726646	0.12109078	-0.082306583	-0.155328876	0.36648365	-0.003196399	0.037577167	-0.184399718	-0.140373971	-0.076473158	0.000577638	0.283628536	0.115976379	0.119980138	-0.024333169	-0.291563787
-0.050721236	0.111330614	-0.335595572	0.159442482	-0.184900115	-0.054340876	-0.149978818	0.056322501	-0.065293636	0.052044794	-0.09007531	0.030926166	-0.04877487	-0.237464301	0.201406125	0.006513155	-0.042802529	0.124390417	-0.079565561	0.058309997	0.276968305	0.061829535	0.026927788	0.128427008	0.004055666	-0.024970755	-0.017042744	-0.159033181	0.056564247	-0.073383733	-0.179032857	-0.348896106
-0.03678052	0.246010867	-0.28514461	-0.012090583	-0.180574978	-0.206060734	-0.120884785	0.0892357	-0.181024957	0.058193229	0.276680286	0.064084667	-0.083313881	-0.210789133	-0.003670755	0.01985263	-0.137647171	0.248557701	-0.045568772	0.063575572	0.215035648	-0.064406699	0.100168112	0.150488828	0.011376137	-0.018120294	-0.022264473	-0.182566728	0.054976325	-0.093306766	-0.141343714	-0.286877057
-0.053017559	0.038495715	-0.275942861	0.05988645	-0.091850607	-0.014331493	-0.073547325	0.118472315	-0.023076271	0.07592102	-0.045705801	0.112270335	-0.02673058	-0.127168006	-0.035325984	0.022788944	-0.015584499	0.042851173	0.003781035	0.092951858	0.250035427	-0.167234979	8.41966E-06	0.195987625	0.051466081	-0.013169988	-0.01305747	-0.258605196	0.048903999	-0.008924603	-0.159348716	-0.245900303
-0.00228093	0.234999806	-0.260920112	0.137501929	-0.070666852	-0.14942302	-0.099227186	-0.031782569	-0.138022996	-0.023770757	-0.02470829	-0.018914001	-0.066776313	-0.122186821	0.204724272	-0.018374097	-0.100305309	0.250191846	-0.067304657	-0.036566792	0.353602348	0.143119075	0.088469211	0.019429089	-0.062447859	-0.022684203	-0.014829509	-0.430969887	0.112705229	0.041221604	-0.164795734	-0.280959891
-0.001344032	0.19320398	-0.193998449	0.107410765	-0.087184401	-0.274597356	-0.016324333	0.038637581	-0.231031505	0.00189682	-0.076306067	0.075714286	-0.106070818	-0.100173638	-0.192868124	-0.008066205	-0.206615907	0.19113799	0.025222087	0.001790473	0.248642861	0.010747768	0.044310108	0.103918858	-0.008552983	-0.031580589	-0.084074436	-0.152757452	0.061739454	-0.002177087	-0.149954235	-0.213014697
-0.120093515	0.179168832	-0.58230311	0.155994463	-0.054293945	-0.157157821	-0.043119837	0.009555295	-0.157320657	-0.198956066	0.069824819	0.066982751	-0.108501525	-0.18080153	0.210965629	-0.126131842	-0.110659221	0.19291649	0.008950666	-0.228941161	0.523478204	-0.085980938	0.057726636	0.089230196	-0.204389296	-0.084493459	-0.032035369	-0.275393798	0.125629436	0.123158039	-0.210428948	-0.532785627
-0.025000181	0.353949987	-0.252780859	0.109563173	-0.092326002	-0.462517499	-0.24732685	0.098349998	-0.401976036	-0.019061434	0.335467022	0.075159903	-0.194867674	-0.126818875	0.421241277	-0.037446123	-0.328162588	0.363940305	-0.110800721	-0.032420286	0.289962667	-0.043921125	0.109047767	0.215832223	-0.098922161	-0.07676003	-0.109223597	0.343555652	0.073657066	0.005874539	-0.323400514	-0.247806499
-0.059044805	0.226084966	-0.257660192	0.076963305	-0.048395835	-0.189919031	-0.164716635	0.09524663	-0.169048826	0.10024776	-0.29812062	0.047553852	-0.079579222	-0.096236416	0.071646774	0.040035227	-0.134172383	0.233902955	-0.080650689	0.109939824	0.262554758	-0.130964166	0.076992536	0.156214576	0.042031529	-0.013948721	-0.035511355	-0.251455172	0.055098257	0.040775498	-0.150673809	-0.224114466
-0.093324215	0.0557052	-0.329818435	0.035468913	-0.048460493	-0.081517807	-0.000719373	-0.015211454	-0.097852033	-0.167598003	0.047780507	-0.003245268	-0.099548945	-0.116911329	0.068344174	-0.125093233	-0.078561585	0.081886153	0.001906285	-0.174985417	0.2898089	-0.154389655	-0.033613163	-0.017360579	-0.140377414	-0.096553467	-0.067377364	-0.194189264	0.05243913	0.044153287	-0.007496358	-0.277234469
-0.033240401	0.311171286	-0.359584273	0.018406455	-0.159132736	-0.225003799	0.029128527	-0.013356722	-0.181615146	-0.016546891	-0.206456435	0.049736737	-0.052191549	-0.221309814	-0.038684379	0.009532828	-0.144271196	0.316171081	0.042061616	-0.032484211	0.28752615	0.128641331	0.137198787	0.036048542	-0.03068893	0.013932126	-0.008209872	-0.296976155	0.095068132	-0.038028426	-0.116649429	-0.366677822
0.006416955	-0.007509761	-0.21188491	0.181281585	-0.033501533	0.122060446	-0.059048084	0.231255282	0.070407804	-0.019672601	-0.038933887	0.303127749	-0.009591929	-0.059519212	0.182674394	-0.043564316	0.103142282	-0.000766242	0.107275905	-0.004841472	0.332824978	0.120556603	0.028976062	0.422314643	-0.033575537	-0.041455846	0.06591169	0.104400723	0.095073936	0.079534629	-0.464312413	-0.231525101
