	WT	genotype	repID	centsize	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x20	y20	x21	y21	x22	y22	x23	y23	x24	y24	x25	y25	x26	y26	x27	y27	x28	y28	x29	y29	x30	y30	x31	y31	x32	y32	x33	y33	x34	y34	x35	y35	x36	y36	x37	y37	x38	y38	x39	y39	x40	y40	x41	y41	x42	y42	x43	y43	x44	y44	x45	y45	x46	y46	x47	y47	x48	y48
MA_044_rep3_00013	MA	MA44	rep3	489.7063045	0.044078423	-0.11264826	0.221703316	-0.03314617	0.241650563	0.017478437	0.154710172	0.094136046	-0.127031333	0.056883893	-0.191292632	0.047979072	-0.014620112	-0.056129401	-0.005643593	-0.017679482	-0.092758889	0.000628207	-0.0906674	0.014693393	-0.146196258	0.019683649	-0.170123038	-0.013956948	-0.194213274	-0.022246874	-0.180818955	-0.071988226	-0.142462612	-0.102648994	-0.095816203	-0.117210517	-0.047124186	-0.121875583	0.00108414	-0.119025449	0.093460701	-0.102293009	0.141589965	-0.086947535	0.185546932	-0.064238631	0.238274447	-0.007230641	0.220656755	0.056095119	0.18922518	0.07995744	0.102855359	0.102426279	0.055986044	0.101839746	0.006371452	0.095812598	-0.055242177	0.084590545	-0.152448202	0.038117409	-0.192384492	0.021726964	0.020686776	-0.082037294	-0.055116225	-0.040083397	-0.105708569	-0.026299597	0.148842802	-0.022114276	0.073615036	-0.016191945	-0.045505433	-0.011415686	-0.139127115	0.001922538	0.175132468	0.029107607	0.117052512	0.032140057	0.051476081	0.030843391	-0.019012456	0.027536177	-0.11528757	0.016706166	0.097925106	0.078621408	0.044724059	0.070197932	-0.015183898	0.059168502	-0.073544972	0.044877236	-0.153193071	0.062216539	-0.006125625	-0.037978434
MA_044_rep3_00015	MA	MA44	rep3	454.15095	0.041325972	-0.113684055	0.223768804	-0.032951353	0.244106127	0.019175322	0.142816799	0.096597911	-0.127388647	0.056749665	-0.189703144	0.048536058	-0.013994504	-0.057308235	-0.004027068	-0.018523408	-0.092628056	0.000729305	-0.091391266	0.016048658	-0.143446484	0.020657321	-0.172523754	-0.013581828	-0.193751048	-0.023329156	-0.178286163	-0.070383732	-0.140976205	-0.100440824	-0.095890794	-0.11870858	-0.047281329	-0.12366191	0.000999722	-0.119829064	0.093676466	-0.103376511	0.142188541	-0.088701365	0.186534453	-0.06594582	0.239711062	-0.007863254	0.222223488	0.057728304	0.189189541	0.080458768	0.102654037	0.101843058	0.055822978	0.101380352	0.006209569	0.095588853	-0.055425966	0.084545832	-0.152996827	0.038918358	-0.191017217	0.025207247	0.019776421	-0.082731158	-0.055269208	-0.040274458	-0.10571651	-0.025969511	0.148710122	-0.02194482	0.073462597	-0.016598973	-0.045839902	-0.012420401	-0.138778047	0.001138279	0.17493547	0.028746695	0.11687405	0.031366269	0.051311355	0.03058826	-0.019235582	0.028101235	-0.115268011	0.018162646	0.097541138	0.079486916	0.044634579	0.069680719	-0.015265129	0.058717	-0.073513946	0.0441744	-0.153350689	0.062121308	-0.005507795	-0.038220323
MA_044_rep3_00016	MA	MA44	rep3	433.9834053	0.040167744	-0.114161958	0.222465676	-0.035098485	0.243399721	0.018988601	0.1442785	0.096526307	-0.1260316	0.057600326	-0.193462657	0.047618724	-0.012114733	-0.057009427	-0.002015851	-0.018389065	-0.090361512	0.000889931	-0.088141347	0.015682195	-0.145255419	0.019036746	-0.168046139	-0.01470031	-0.196114555	-0.019777782	-0.177300158	-0.069646363	-0.141720844	-0.101501522	-0.09593049	-0.117469578	-0.047333246	-0.12208829	0.000938781	-0.119500594	0.093593944	-0.103768525	0.142147228	-0.089130714	0.186576239	-0.066402399	0.239781347	-0.008098023	0.221240683	0.056805554	0.188838589	0.079745848	0.102634606	0.102725913	0.055687649	0.102492622	0.006042286	0.096415438	-0.05550198	0.084692675	-0.152469636	0.037783573	-0.194485977	0.021613267	0.019997925	-0.082189632	-0.055160565	-0.039709974	-0.105899422	-0.026520796	0.148528165	-0.022347023	0.073343458	-0.016525573	-0.045571553	-0.010843838	-0.140399598	0.002342513	0.174767004	0.028284535	0.116756697	0.031404774	0.051204109	0.031142296	-0.019343778	0.02844816	-0.115370015	0.016896111	0.097095847	0.080776966	0.044325984	0.07087301	-0.01551444	0.059545002	-0.07362196	0.044392164	-0.153140243	0.060951106	-0.003504463	-0.038794483
MA_044_rep3_00019	MA	MA44	rep3	480.5575577	0.04285827	-0.113835413	0.219855191	-0.03559983	0.24298652	0.016961416	0.149054675	0.094882108	-0.124506233	0.058457241	-0.191560682	0.046913796	-0.011538659	-0.05745939	-0.003956116	-0.016813354	-0.092144597	0.000316158	-0.090028127	0.016098704	-0.14609141	0.01928384	-0.171700915	-0.014145332	-0.193862937	-0.024814971	-0.179759847	-0.071466178	-0.142333291	-0.102732842	-0.096028649	-0.118677725	-0.047215227	-0.123266825	0.001103942	-0.120167089	0.093536882	-0.103101042	0.141711991	-0.087641522	0.185677566	-0.064677176	0.238825838	-0.007692214	0.220956038	0.056714906	0.18867216	0.079634549	0.102546419	0.102103796	0.055696985	0.101937841	0.006046711	0.096235745	-0.055618218	0.08504546	-0.152348037	0.037572762	-0.192305667	0.023704152	0.020465078	-0.081948334	-0.055023126	-0.039580323	-0.105658528	-0.025887021	0.14865509	-0.021815014	0.073477635	-0.014539269	-0.04549686	-0.010968524	-0.139258745	0.002373694	0.174851604	0.02915971	0.116808653	0.032544867	0.051234079	0.0315396	-0.019331172	0.028740333	-0.115281468	0.017416994	0.097569611	0.07898392	0.044454452	0.070303676	-0.015572192	0.05994166	-0.073735632	0.044840715	-0.153548429	0.063828533	-0.003140626	-0.038706787
MA_044_rep3_00020	MA	MA44	rep3	465.6072238	0.036321921	-0.115327128	0.22195572	-0.03359733	0.243580334	0.021521461	0.146391155	0.096777162	-0.125511457	0.057213331	-0.189442489	0.050914795	-0.015427273	-0.058465636	-0.005307609	-0.020574331	-0.091901647	-0.000600807	-0.089322593	0.016635079	-0.144739403	0.018823776	-0.16749201	-0.013910666	-0.192892988	-0.023593863	-0.179404596	-0.071094877	-0.141816599	-0.101650174	-0.095895688	-0.118006128	-0.047222983	-0.122656889	0.001122583	-0.11992547	0.093916131	-0.104558796	0.142340685	-0.089365851	0.186256603	-0.065751861	0.238798386	-0.007717132	0.222896256	0.05814239	0.189749385	0.081243792	0.102800926	0.102702211	0.055880692	0.102149143	0.006234918	0.096244012	-0.055379327	0.08489911	-0.152115547	0.037540254	-0.190585775	0.026228305	0.017430697	-0.084616394	-0.055563116	-0.041217751	-0.105772586	-0.026446898	0.148632772	-0.022657596	0.073473256	-0.017700091	-0.045963386	-0.013118267	-0.138426444	0.00182496	0.175143977	0.030729477	0.116929494	0.032882901	0.051360072	0.031403265	-0.019168296	0.028321198	-0.115159697	0.017310325	0.097186615	0.081078665	0.04444116	0.071119486	-0.015356335	0.059602107	-0.073646744	0.045028262	-0.153062316	0.060222318	-0.006266833	-0.038003849
MA_044_rep3_00021	MA	MA44	rep3	496.4109074	0.037418649	-0.112098629	0.223549626	-0.032278779	0.244160797	0.018158516	0.153980269	0.093776919	-0.126636015	0.056510838	-0.190260794	0.048411828	-0.013880302	-0.05691934	-0.004257	-0.018086241	-0.09414572	0.000237295	-0.09201267	0.015683965	-0.146136074	0.017088278	-0.169570381	-0.015111226	-0.193998151	-0.022944749	-0.180181264	-0.071501354	-0.142684826	-0.103011432	-0.09613883	-0.118050358	-0.047386452	-0.121374096	0.000787023	-0.117519637	0.093172329	-0.101106816	0.141338203	-0.086354403	0.185530914	-0.064292496	0.239731534	-0.00793046	0.221941899	0.05729118	0.189317317	0.080242955	0.102766409	0.101680666	0.05595656	0.101438958	0.006275469	0.096037756	-0.055441572	0.085123968	-0.151484559	0.036129346	-0.191505808	0.024642194	0.018913894	-0.083330806	-0.055054131	-0.039652795	-0.105593272	-0.0254664	0.148949338	-0.020816567	0.073575449	-0.015411937	-0.045596604	-0.011578349	-0.139064768	0.00228031	0.175129059	0.029299311	0.117013321	0.032131045	0.051409735	0.031168035	-0.019176034	0.028448874	-0.115255272	0.016052069	0.098245972	0.077097015	0.0448813	0.068916116	-0.015237068	0.059168457	-0.073574242	0.044769301	-0.153123986	0.060900988	-0.006649271	-0.037849313
MA_044_rep3_00023	MA	MA44	rep3	448.0563265	0.041810587	-0.114909213	0.222464994	-0.033553561	0.239767776	0.01879127	0.143823713	0.09681773	-0.127279722	0.055669089	-0.189102259	0.049006351	-0.013012504	-0.057559519	-0.006284293	-0.016945104	-0.090603114	-0.000522483	-0.088709686	0.016828823	-0.145029821	0.019721297	-0.169238701	-0.01279864	-0.192641469	-0.025276188	-0.179472927	-0.071282366	-0.143035762	-0.104099151	-0.096384019	-0.119917782	-0.047311293	-0.122702692	0.001142408	-0.11965952	0.094481293	-0.106719096	0.143800562	-0.092832803	0.18821745	-0.068286243	0.236824817	-0.006681989	0.220575643	0.056155026	0.188893382	0.079839201	0.102677439	0.102809799	0.055717596	0.10279526	0.005942042	0.097442989	-0.055936374	0.086448629	-0.151934125	0.036995275	-0.19023911	0.025146311	0.019724104	-0.082677736	-0.055011816	-0.039698094	-0.105431465	-0.025140062	0.148582864	-0.02245444	0.07345937	-0.0159665	-0.045402064	-0.010808368	-0.138642907	0.000430613	0.174911597	0.029364925	0.11684165	0.032385542	0.051278862	0.03168251	-0.019276346	0.028835119	-0.115153816	0.018033293	0.097149395	0.080827378	0.044207612	0.071958016	-0.015623981	0.060429349	-0.073807417	0.045324648	-0.153622276	0.065300166	-0.00410789	-0.03854706
MA_044_rep3_00024	MA	MA44	rep3	480.8738342	0.042995612	-0.112890373	0.222490235	-0.033002447	0.242527659	0.017127027	0.15243261	0.093897788	-0.128598454	0.054010204	-0.189286429	0.048816031	-0.011635805	-0.056817117	-0.004587579	-0.017026328	-0.092553212	0.000590632	-0.090360131	0.016246795	-0.151433833	0.017441198	-0.169558347	-0.013761806	-0.195554244	-0.024787881	-0.178203959	-0.070402802	-0.142128102	-0.102402291	-0.096068153	-0.118421674	-0.04732129	-0.122669408	0.000935759	-0.119309891	0.093379348	-0.102406311	0.14168086	-0.087426681	0.185899222	-0.064941405	0.238607227	-0.007356152	0.221024731	0.056778528	0.188765568	0.07982248	0.102459682	0.101583195	0.055677963	0.101173304	0.006070748	0.095420968	-0.055463607	0.084152183	-0.15197309	0.036330341	-0.1910678	0.027896978	0.021190335	-0.081309075	-0.055014367	-0.039303755	-0.105709652	-0.025510693	0.148684092	-0.021704059	0.073422358	-0.015348324	-0.045611097	-0.010995809	-0.139308928	0.001754042	0.174871673	0.029107575	0.116790189	0.032164718	0.051199066	0.030747166	-0.019397388	0.028367867	-0.115426138	0.016521762	0.097746325	0.078047998	0.044494552	0.069639854	-0.015602624	0.059592197	-0.073992629	0.045169248	-0.153828338	0.064071049	-0.003660618	-0.038676846
MA_044_rep4_00002	MA	MA44	rep4	466.5391493	0.0421039	-0.113025026	0.222542052	-0.0326662	0.242699978	0.016510291	0.147553566	0.095079854	-0.124807652	0.057739331	-0.193034861	0.050947944	-0.009865127	-0.057531857	-0.001117072	-0.019396168	-0.09210428	-0.000921498	-0.090606241	0.015781069	-0.147407896	0.017727811	-0.16839115	-0.014802051	-0.195284786	-0.022703347	-0.180465608	-0.071784902	-0.14189192	-0.101400318	-0.095953023	-0.117518832	-0.047395462	-0.122075864	0.000798676	-0.119039106	0.09323978	-0.102685295	0.141490508	-0.08766731	0.185544671	-0.064944306	0.238563746	-0.007723712	0.220882397	0.056514677	0.188620857	0.07952293	0.102477571	0.101899746	0.055633562	0.101791646	0.005963587	0.096276037	-0.0557303	0.08519979	-0.152250292	0.037295124	-0.193797953	0.025969613	0.021292513	-0.080998977	-0.055202771	-0.039724734	-0.105987681	-0.026780432	0.148549027	-0.021449885	0.073286648	-0.015878751	-0.045792816	-0.011787726	-0.140153235	0.000951021	0.174690652	0.028630861	0.116681254	0.031699115	0.051131081	0.031191865	-0.019400006	0.028369444	-0.115389509	0.016500275	0.097443497	0.079051094	0.044403272	0.070020017	-0.015496015	0.05913389	-0.073636996	0.044221699	-0.153658798	0.063884178	-0.000771347	-0.039403022
MA_044_rep4_00003	MA	MA44	rep4	503.3305797	0.04055069	-0.112714062	0.220784804	-0.034088924	0.240916809	0.020003005	0.156231439	0.093221455	-0.128881837	0.055434545	-0.193127612	0.047072535	-0.012721387	-0.05609565	-0.004874765	-0.017243578	-0.08880954	-0.000480574	-0.089119868	0.016956332	-0.146722261	0.019636493	-0.169924303	-0.012307444	-0.193320083	-0.025359408	-0.178415409	-0.070487757	-0.142406346	-0.10311108	-0.096727267	-0.121868119	-0.047432999	-0.124336987	0.000865562	-0.119298821	0.093296469	-0.101800265	0.141565331	-0.086987098	0.185771762	-0.064673971	0.237522613	-0.006817853	0.220735239	0.056497575	0.188931542	0.079931078	0.102593961	0.102018772	0.055764645	0.101800722	0.006082082	0.09630991	-0.055661337	0.085409184	-0.151980921	0.036918159	-0.193188266	0.024262358	0.020427459	-0.081892986	-0.054848588	-0.038995346	-0.105542497	-0.025192287	0.148625215	-0.022528329	0.073467914	-0.016228631	-0.045366669	-0.010246531	-0.139478184	0.002034611	0.17492891	0.028990988	0.116862379	0.031853561	0.051285157	0.031302285	-0.019288705	0.028644457	-0.115264186	0.017906588	0.098034753	0.077185857	0.044708463	0.069076148	-0.015445301	0.059600476	-0.073799	0.045166135	-0.153600694	0.064013297	-0.004005175	-0.038490825
MA_044_rep4_00004	MA	MA44	rep4	460.9433567	0.040403687	-0.114637473	0.22243129	-0.032402138	0.243467807	0.020489798	0.149723958	0.094558976	-0.126532161	0.056683893	-0.188555682	0.0483937	-0.013409964	-0.058279703	-0.004780471	-0.017942791	-0.093094084	0.000338125	-0.091851588	0.017066226	-0.147078094	0.018894293	-0.170103459	-0.013533978	-0.194462346	-0.023287378	-0.178656103	-0.070644764	-0.142093204	-0.102179916	-0.095939981	-0.117893549	-0.047235135	-0.12278447	0.001097652	-0.120182556	0.093672784	-0.103727371	0.141875671	-0.088167924	0.185688845	-0.064801988	0.238825237	-0.007596788	0.221959577	0.057536803	0.189053211	0.080136194	0.102582923	0.101399599	0.05581202	0.101040746	0.00620451	0.095406454	-0.055410531	0.084394577	-0.152065119	0.036974147	-0.190447446	0.025436295	0.019479686	-0.082902091	-0.055470625	-0.040756503	-0.105804131	-0.026166413	0.148751158	-0.021269442	0.073434454	-0.016393108	-0.045785935	-0.012156456	-0.138814725	0.002083017	0.175082198	0.030569066	0.116857754	0.032633541	0.05129135	0.030714033	-0.019248793	0.027889366	-0.115281444	0.018043549	0.097697525	0.078694512	0.044665715	0.069308818	-0.015291059	0.058667258	-0.073910053	0.04538501	-0.153535407	0.06332212	-0.005201472	-0.038353314
MA_044_rep4_00005	MA	MA44	rep4	457.4040941	0.042730742	-0.113057525	0.222544607	-0.033527109	0.242847523	0.016424746	0.14598181	0.096080028	-0.12904954	0.055577503	-0.191776324	0.049189975	-0.012101233	-0.057388086	-0.00236513	-0.018179453	-0.092294125	-0.000252588	-0.091675802	0.016286875	-0.143389738	0.019263029	-0.168305394	-0.014322725	-0.195344621	-0.022191489	-0.177948709	-0.070197929	-0.142364836	-0.102812973	-0.096114663	-0.118377346	-0.047319672	-0.12201312	0.000953815	-0.118927165	0.093567834	-0.103160769	0.142009415	-0.088431388	0.186246483	-0.065639112	0.238842809	-0.007640142	0.221336664	0.056874275	0.189017315	0.080171855	0.102606912	0.102238818	0.055732135	0.101943388	0.00606184	0.096309726	-0.055650021	0.085295342	-0.152204612	0.037374266	-0.192983394	0.02504443	0.020923016	-0.081549501	-0.055286979	-0.040312925	-0.105902652	-0.026778935	0.148655795	-0.02174727	0.073420902	-0.016025077	-0.045730727	-0.012042784	-0.139803139	0.001608441	0.174736194	0.027919042	0.116795757	0.031094427	0.051260315	0.030340102	-0.019313885	0.028642326	-0.115292974	0.017376616	0.097475286	0.079473923	0.044433231	0.070534913	-0.015556067	0.059937773	-0.073817139	0.045128588	-0.153517471	0.063271857	-0.003071553	-0.038826857
MA_044_rep4_00006	MA	MA44	rep4	434.7596658	0.044253448	-0.112949805	0.220845079	-0.034787985	0.246597604	0.018419392	0.145728782	0.095903738	-0.129130045	0.054213381	-0.188135648	0.051048258	-0.014902464	-0.055649021	-0.005394653	-0.018575647	-0.092214421	-0.00015764	-0.0923829	0.015201294	-0.142313808	0.017942374	-0.172190556	-0.012895177	-0.193945939	-0.023592537	-0.181317114	-0.072303986	-0.142352129	-0.10229934	-0.096121812	-0.118683778	-0.047331454	-0.123583252	0.000964617	-0.120102709	0.093149898	-0.101901741	0.141123383	-0.086171623	0.185079992	-0.063655936	0.240559835	-0.008723261	0.223160338	0.058639757	0.189436915	0.080965399	0.102645298	0.101448636	0.055875588	0.100760359	0.00632014	0.094826033	-0.055191756	0.083745132	-0.152583125	0.038198528	-0.189829459	0.02928906	0.021014579	-0.081589295	-0.055220831	-0.039940994	-0.10590023	-0.026349155	0.148964534	-0.020323644	0.073481925	-0.014401856	-0.045800738	-0.011994905	-0.138741917	0.001396239	0.174917546	0.028204225	0.116877924	0.030808205	0.051307217	0.030175723	-0.019236782	0.027787975	-0.115428344	0.016549991	0.097622168	0.079291455	0.04470227	0.069351036	-0.015113444	0.057944707	-0.073280227	0.043335279	-0.153667519	0.063027967	-0.006901763	-0.037840858
MA_044_rep4_00007	MA	MA44	rep4	447.9211512	0.044573622	-0.112429257	0.224364986	-0.033272338	0.244484467	0.017611529	0.141870898	0.096172335	-0.124452065	0.05839115	-0.189652617	0.048208746	-0.014908131	-0.05530377	-0.005615547	-0.01722063	-0.093855654	-0.000867846	-0.093575249	0.016276683	-0.144026351	0.018667058	-0.168890789	-0.012940036	-0.195144855	-0.023800158	-0.179092519	-0.070985938	-0.142391132	-0.102871009	-0.096110888	-0.118654601	-0.047292291	-0.122086141	0.000966273	-0.118664972	0.093669369	-0.103087173	0.14226925	-0.088756155	0.186812976	-0.066283989	0.240309221	-0.008070122	0.221830221	0.057422657	0.18887766	0.079892719	0.102619539	0.101405121	0.055820872	0.101243973	0.006167021	0.095859097	-0.055575303	0.085107577	-0.152678955	0.038353416	-0.191395147	0.025362842	0.021754668	-0.08089141	-0.055120379	-0.039964683	-0.105777831	-0.026351108	0.148784841	-0.021367037	0.073497364	-0.015947154	-0.045648578	-0.012026572	-0.139927426	0.000220253	0.174840514	0.027911923	0.116866668	0.030686555	0.051322304	0.030008216	-0.019263527	0.028636639	-0.115251069	0.017439613	0.097931165	0.078079097	0.044611932	0.069838526	-0.015375356	0.059330206	-0.073712888	0.044921338	-0.153374884	0.062841916	-0.0061364	-0.038047086
MA_044_rep4_00009	MA	MA44	rep4	477.7461102	0.043177975	-0.115531851	0.22308439	-0.031545693	0.241920992	0.021831902	0.147368704	0.095374312	-0.122892915	0.057119608	-0.189125203	0.050707104	-0.014524533	-0.057436473	-0.00986696	-0.018117987	-0.09163557	0.000441993	-0.089204223	0.016109196	-0.148471699	0.019021381	-0.165382909	-0.013197321	-0.194259487	-0.021488541	-0.179340124	-0.071274643	-0.141994164	-0.102392681	-0.096068969	-0.119563546	-0.047181896	-0.12458432	0.001274101	-0.121658209	0.094025473	-0.105140921	0.142430652	-0.089637707	0.186303188	-0.06585723	0.237800176	-0.007176706	0.221804126	0.057327092	0.18910461	0.080244919	0.102603408	0.101592983	0.05582617	0.101124212	0.006248893	0.095430192	-0.055288248	0.084265046	-0.151660881	0.036424343	-0.19085077	0.026443616	0.019594289	-0.083009005	-0.055375169	-0.04092166	-0.105833444	-0.026910236	0.148570924	-0.022495259	0.073418247	-0.017308459	-0.045709462	-0.012159186	-0.139397332	0.002057717	0.175035968	0.030868684	0.116835911	0.033089532	0.051279698	0.03173885	-0.019176179	0.027979054	-0.115155966	0.017195443	0.097414891	0.079665307	0.044462371	0.070500799	-0.015429708	0.059602186	-0.073823603	0.04541089	-0.153442797	0.063916621	-0.008492944	-0.038075348
MA_044_rep4_00010	MA	MA44	rep4	470.4265473	0.040711918	-0.113131048	0.220597711	-0.03637835	0.245151309	0.017999519	0.144659201	0.096596439	-0.126869017	0.055317071	-0.191325876	0.047540318	-0.01416499	-0.055594665	-0.00508475	-0.017653282	-0.090727132	-0.00060954	-0.08985767	0.016357099	-0.145041836	0.018991046	-0.170955211	-0.013128681	-0.194949121	-0.023959418	-0.179091876	-0.070845145	-0.14182736	-0.101632852	-0.095896872	-0.117749219	-0.047255097	-0.121966036	0.000989675	-0.118774809	0.093603794	-0.102848483	0.142009024	-0.088076826	0.186276359	-0.065420839	0.240076626	-0.008269694	0.222948668	0.058289985	0.189594493	0.081175229	0.10273001	0.10188084	0.055914357	0.101184521	0.006330368	0.095293638	-0.05519511	0.084074368	-0.151886876	0.03680689	-0.192467452	0.025013656	0.020270032	-0.082134793	-0.054962428	-0.039367044	-0.105744007	-0.026081868	0.148732365	-0.02230157	0.07353725	-0.015761735	-0.045614849	-0.01161499	-0.139763363	0.001328416	0.175099211	0.029667768	0.116961409	0.032695629	0.051347535	0.031617965	-0.019198462	0.028231872	-0.115279199	0.017294876	0.098155946	0.077561547	0.044727598	0.069490122	-0.015290747	0.059137752	-0.073765315	0.045203305	-0.153437489	0.062885701	-0.004772755	-0.038334686
MA_044_rep4_00011	MA	MA44	rep4	445.7618874	0.042268796	-0.112816433	0.223682012	-0.03223932	0.243706654	0.016886643	0.146562213	0.095521595	-0.125766849	0.058226896	-0.190019169	0.049168015	-0.013347384	-0.056568854	-0.002970704	-0.018696661	-0.093272684	-0.001230775	-0.092427471	0.016302174	-0.147322972	0.017583802	-0.170905057	-0.013253586	-0.19349617	-0.023492197	-0.180432134	-0.071818771	-0.141939085	-0.101508509	-0.095824744	-0.116828278	-0.047294105	-0.121208498	0.000893929	-0.118432203	0.093561981	-0.103115446	0.142053293	-0.088513473	0.186293173	-0.065654369	0.239202844	-0.00772464	0.221749178	0.057363445	0.188874112	0.080029694	0.102525635	0.101998866	0.055653713	0.101934968	0.005942281	0.096480303	-0.055831552	0.085475015	-0.152479619	0.037563026	-0.191154691	0.025439514	0.020935824	-0.081533009	-0.055234551	-0.039899537	-0.105816911	-0.025929687	0.148660439	-0.02161593	0.073386952	-0.015697696	-0.045832746	-0.012172673	-0.138782001	0.001079585	0.174704596	0.027587552	0.116753984	0.030553834	0.051209745	0.029961434	-0.019333771	0.027897486	-0.115405494	0.016569025	0.097500873	0.079222002	0.04443856	0.070120203	-0.015563415	0.059543252	-0.073906287	0.045027631	-0.153370603	0.06138459	-0.002830615	-0.038970003
MA_044_rep4_00012	MA	MA44	rep4	457.9044644	0.041930286	-0.112312525	0.220807307	-0.036789474	0.243266075	0.017445241	0.148530245	0.095502626	-0.122982867	0.059151655	-0.192849053	0.047150168	-0.017092633	-0.052417448	-0.005104652	-0.017058397	-0.091197101	-0.000808775	-0.08881886	0.015508648	-0.143468815	0.01829587	-0.171238026	-0.015748945	-0.194676866	-0.025740207	-0.179976446	-0.071444222	-0.142249624	-0.102426283	-0.096180455	-0.118918271	-0.047367191	-0.121987367	0.000881708	-0.118133325	0.09366321	-0.102877915	0.142328931	-0.088844892	0.18687331	-0.066337793	0.239431689	-0.007778287	0.221377147	0.056961316	0.188939542	0.079868164	0.102736535	0.102767642	0.055787744	0.102707042	0.006082677	0.096896585	-0.055542632	0.08524491	-0.151437165	0.036013941	-0.193435122	0.023780392	0.021962963	-0.08051339	-0.054415568	-0.037693313	-0.105259211	-0.023885878	0.148545514	-0.023349221	0.073487182	-0.016646208	-0.045645522	-0.011931563	-0.140116592	0.000258391	0.174928201	0.028607891	0.116914417	0.031819886	0.051352402	0.03081817	-0.019190217	0.028226879	-0.115301821	0.016342065	0.097459829	0.08010101	0.044457439	0.071022061	-0.01554037	0.060292456	-0.073663079	0.044937087	-0.153127768	0.061817365	-0.005866698	-0.037893763
MA_044_rep4_00013	MA	MA44	rep4	505.8110446	0.042889531	-0.111842074	0.221448878	-0.034597207	0.242817072	0.016092914	0.150632958	0.094409514	-0.128035572	0.055593176	-0.192761146	0.049223901	-0.013579065	-0.056528159	-0.005532545	-0.016729153	-0.089471988	-0.000565757	-0.086855349	0.016786253	-0.144000027	0.018449905	-0.169485255	-0.014561196	-0.195458016	-0.027165005	-0.179742352	-0.071437278	-0.142579775	-0.10326085	-0.096253229	-0.119487777	-0.047334533	-0.122270533	0.000899983	-0.118207919	0.093406886	-0.101869917	0.14171787	-0.087187645	0.18594123	-0.06480454	0.23912821	-0.007587112	0.220483473	0.056281671	0.188585161	0.079342049	0.102630581	0.102278685	0.055741404	0.102367644	0.006005372	0.096919271	-0.055817544	0.085964902	-0.152220305	0.037419526	-0.193659788	0.023771193	0.020848988	-0.081763268	-0.054682776	-0.038709587	-0.105165773	-0.023657078	0.148649784	-0.022647048	0.073522229	-0.015888113	-0.045425826	-0.010792426	-0.140680052	0.000125724	0.174777792	0.027707525	0.116882242	0.031868596	0.051287407	0.032575046	-0.019338951	0.029305127	-0.115247592	0.017022654	0.097902491	0.078030948	0.044646557	0.0696491	-0.015400589	0.059467028	-0.073753638	0.045053898	-0.153619811	0.064196089	-0.004744601	-0.0383427
MA_044_rep4_00015	MA	MA44	rep4	461.1473344	0.044958275	-0.114302511	0.22315638	-0.032029481	0.243636201	0.018886545	0.14461259	0.095011294	-0.118544123	0.063505284	-0.192289642	0.049772863	-0.015135419	-0.056134745	-0.007072483	-0.018028426	-0.09371239	-0.000402982	-0.093324241	0.017328309	-0.145140827	0.019725576	-0.167659395	-0.013219847	-0.195236838	-0.027181691	-0.178362967	-0.070849143	-0.141765875	-0.102428067	-0.095666515	-0.118497852	-0.046935103	-0.123608001	0.001400533	-0.120896783	0.093848353	-0.103719839	0.142049867	-0.088102364	0.18601698	-0.064957201	0.239043249	-0.007430047	0.221639789	0.057643612	0.188605226	0.07990558	0.10238206	0.100592242	0.05571746	0.100351306	0.006154152	0.095059876	-0.055552149	0.084476414	-0.152144478	0.037149967	-0.193265546	0.024292032	0.021182286	-0.081546231	-0.055151913	-0.040511753	-0.10567645	-0.026654333	0.148609037	-0.022165873	0.073456258	-0.016881752	-0.045645949	-0.012265911	-0.140512108	0.002238949	0.174749144	0.028633122	0.116766977	0.031590914	0.051249124	0.031237651	-0.019300164	0.02894222	-0.115095767	0.018531362	0.09765707	0.078456962	0.0445761	0.069415931	-0.015370336	0.058995572	-0.073495661	0.044115243	-0.153558946	0.064138653	-0.005851827	-0.038182647
