	WT	genotype	repID	centsize	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x20	y20	x21	y21	x22	y22	x23	y23	x24	y24	x25	y25	x26	y26	x27	y27	x28	y28	x29	y29	x30	y30	x31	y31	x32	y32	x33	y33	x34	y34	x35	y35	x36	y36	x37	y37	x38	y38	x39	y39	x40	y40	x41	y41	x42	y42	x43	y43	x44	y44	x45	y45	x46	y46	x47	y47	x48	y48
sam_10418_rep2a_24	Sam	10418	rep2a	4.25	0.048096099	-0.118595889	0.22128283	-0.029325028	0.235085562	0.021805584	0.154479105	0.093114744	-0.117491112	0.06225284	-0.192976391	0.048542985	-0.015664127	-0.055767608	-0.003503783	-0.016906887	-0.09096375	-0.000233816	-0.088387587	0.016938574	-0.148493602	0.020223045	-0.16820138	-0.010486166	-0.19412703	-0.024716063	-0.179105411	-0.070866465	-0.144024542	-0.10562465	-0.097230678	-0.123956155	-0.047411336	-0.128636328	0.001493743	-0.125686478	0.094622195	-0.108508654	0.142980381	-0.091688011	0.1860721	-0.066045261	0.233244838	-0.005733923	0.217613289	0.054089956	0.187543159	0.078210052	0.10235699	0.10301877	0.055439629	0.103067573	0.005811602	0.097233066	-0.055681513	0.085421426	-0.15129758	0.03608268	-0.193318984	0.026731396	0.024395084	-0.077647351	-0.0546828	-0.038398314	-0.105075094	-0.023703299	0.148260219	-0.020510628	0.07313665	-0.015023171	-0.045379229	-0.010189774	-0.139060714	0.002096867	0.174365685	0.029256316	0.116420081	0.032007595	0.050998702	0.032017062	-0.019295356	0.027940229	-0.115062582	0.018214668	0.096832181	0.08082697	0.044212708	0.070466275	-0.015344335	0.058641944	-0.073423643	0.044104309	-0.153216633	0.063736601	-0.006323641	-0.037791609
sam_10418_rep2l_01	Sam	10418	rep2l	4.099	0.047965044	-0.118254476	0.222970954	-0.029185737	0.23798319	0.02065998	0.150340036	0.094042233	-0.119348803	0.059393895	-0.191062172	0.04876842	-0.021750171	-0.056153023	-0.009420211	-0.016676095	-0.092158315	0.001480615	-0.091128427	0.017623462	-0.145699391	0.019627648	-0.166407949	-0.010152778	-0.192111163	-0.022697386	-0.177090413	-0.069910274	-0.143467739	-0.105320195	-0.096846161	-0.123809319	-0.047063317	-0.128967913	0.001858352	-0.125603335	0.094878543	-0.108018679	0.143355634	-0.091625184	0.187032239	-0.06668807	0.234845364	-0.00598102	0.219649639	0.055620445	0.188077967	0.078606217	0.102646498	0.102687719	0.055755851	0.10317519	0.006056029	0.097665431	-0.055444959	0.085689386	-0.151286603	0.036638964	-0.191411343	0.024981336	0.022282799	-0.080276338	-0.055346287	-0.041124472	-0.105317308	-0.025790459	0.148656405	-0.020300569	0.073495933	-0.014897542	-0.045010699	-0.00985865	-0.13854762	0.004216592	0.174753794	0.029479577	0.11679533	0.032782856	0.051317559	0.032660656	-0.019047208	0.028603364	-0.114760541	0.018437552	0.097251786	0.08042628	0.044553363	0.070452099	-0.014988635	0.058482036	-0.072989752	0.043669782	-0.152606968	0.061247681	-0.012210154	-0.035827903
sam_10418_rep2l_02	Sam	10418	rep2l	3.951	0.051930153	-0.11879675	0.221730068	-0.028495979	0.236907555	0.022301289	0.154424994	0.093233564	-0.118382985	0.060703057	-0.191226084	0.049395823	-0.020714565	-0.054115034	-0.010815376	-0.016386409	-0.092695975	0.000685422	-0.090964786	0.016864022	-0.146094295	0.020136535	-0.167935501	-0.009753583	-0.193975902	-0.021076003	-0.178213831	-0.070547022	-0.144292961	-0.106558971	-0.096865769	-0.123924103	-0.047061353	-0.129357556	0.002021639	-0.127009159	0.094972544	-0.108163834	0.142860703	-0.090496195	0.185647649	-0.064923521	0.234208431	-0.005801279	0.219063174	0.055084271	0.188317875	0.078956272	0.1026241	0.101978117	0.055905142	0.101531642	0.006433106	0.095588789	-0.054931681	0.084005559	-0.151060544	0.036335731	-0.192174321	0.025095299	0.023660299	-0.078720683	-0.054453665	-0.03872742	-0.104690967	-0.023561418	0.148619894	-0.020736402	0.073525575	-0.014775751	-0.045156079	-0.010724419	-0.13970366	0.002919071	0.174856102	0.030450533	0.11681799	0.033068859	0.051353099	0.03252495	-0.019032488	0.028846309	-0.114732834	0.018132776	0.097686528	0.078604138	0.044821083	0.069236624	-0.014803292	0.057827533	-0.072928564	0.043624744	-0.152557647	0.061520129	-0.012922576	-0.035999565
sam_10418_rep2l_04	Sam	10418	rep2l	4.382	0.053647254	-0.11757038	0.220350111	-0.029645678	0.236497777	0.019055111	0.153935341	0.093455543	-0.117107763	0.061752911	-0.191699008	0.049054721	-0.017113398	-0.056657096	-0.008880163	-0.016224423	-0.091955004	4.49E-05	-0.089785139	0.016640121	-0.149514629	0.019260271	-0.167575941	-0.010354168	-0.193896323	-0.020235349	-0.178752876	-0.070851975	-0.144110483	-0.106144589	-0.096905484	-0.123571195	-0.047159448	-0.128284196	0.001728347	-0.125510718	0.094883379	-0.108371553	0.142851597	-0.090758737	0.185359929	-0.064728217	0.233619414	-0.005636693	0.218164264	0.054500364	0.187761542	0.0783502	0.102561236	0.103359274	0.055583929	0.103571031	0.005892806	0.097793255	-0.055634797	0.085844674	-0.151163076	0.036153057	-0.192490375	0.024100117	0.023838221	-0.078364955	-0.054931555	-0.039670135	-0.105180755	-0.02492741	0.148419962	-0.021224282	0.073356896	-0.015290189	-0.045158391	-0.010043753	-0.139527816	0.002368474	0.174554752	0.029130126	0.116643978	0.032696431	0.051183784	0.032487016	-0.019197076	0.028763668	-0.114908722	0.017652989	0.097275934	0.0796443	0.04443836	0.070311274	-0.015188258	0.058757344	-0.073183171	0.043880993	-0.152934083	0.062884945	-0.008595079	-0.037447459
sam_10418_rep2l_05	Sam	10418	rep2l	4.448	0.050639768	-0.12025072	0.221210816	-0.024969833	0.233629405	0.022257189	0.153819071	0.093010183	-0.114718727	0.064412209	-0.190895272	0.050077182	-0.017121814	-0.059803481	-0.006971598	-0.017977163	-0.089949911	0.00082042	-0.089335742	0.017097706	-0.147173176	0.02102991	-0.166729314	-0.010394925	-0.193161509	-0.019661942	-0.178868349	-0.071008316	-0.144947959	-0.107517027	-0.097484692	-0.126234038	-0.047219438	-0.132327862	0.002172993	-0.128901175	0.095110429	-0.109192885	0.142964914	-0.091172295	0.18536648	-0.064941888	0.230836567	-0.005016921	0.217764393	0.054196783	0.187526208	0.078059691	0.102479056	0.103026001	0.055554418	0.103571523	0.005822207	0.098212432	-0.055818765	0.08657545	-0.151082066	0.036183602	-0.191683445	0.025823284	0.02069219	-0.081892857	-0.055274754	-0.04066259	-0.105076111	-0.02491619	0.148373327	-0.019758555	0.073286812	-0.015925201	-0.045142195	-0.010160981	-0.138618472	0.003720018	0.174541888	0.030146434	0.116570715	0.033026582	0.051157764	0.032341164	-0.019121212	0.028278174	-0.114762436	0.018533616	0.096991521	0.080668377	0.044237874	0.071157275	-0.015329139	0.059408622	-0.073383308	0.044725754	-0.152961853	0.063795072	-0.007917558	-0.037467806
sam_10418_rep2l_07	Sam	10418	rep2l	3.998	0.050547575	-0.120122088	0.222735285	-0.032776303	0.237638549	0.022898712	0.14968375	0.094801607	-0.116623788	0.060573472	-0.190838272	0.047445114	-0.022804155	-0.053858789	-0.009173339	-0.015119098	-0.091198835	0.00106784	-0.089857056	0.017532751	-0.154365146	0.019561672	-0.163698371	-0.009703244	-0.192347443	-0.023653519	-0.17578805	-0.069233241	-0.143617217	-0.105494796	-0.096596949	-0.122236499	-0.047164835	-0.128091633	0.001789804	-0.126744972	0.095372486	-0.109987784	0.143446033	-0.091988176	0.186554151	-0.066271753	0.237242707	-0.006620692	0.218491209	0.054748774	0.188126326	0.078955609	0.102434064	0.102501771	0.055572363	0.102429147	0.005873415	0.097207056	-0.055764523	0.085760679	-0.151201654	0.035713344	-0.191327515	0.024398169	0.02247952	-0.080030374	-0.05466966	-0.038907629	-0.104923126	-0.023725356	0.148466128	-0.021366917	0.073377201	-0.01474372	-0.04492125	-0.008560945	-0.138537474	0.003286368	0.174655765	0.029888267	0.116632201	0.032532559	0.051122469	0.033233887	-0.019369892	0.02945182	-0.115010027	0.018194716	0.097097627	0.080184015	0.044359689	0.070300799	-0.015125447	0.057955964	-0.073400748	0.044055956	-0.152631775	0.060089461	-0.012741768	-0.035532
sam_10418_rep2l_08	Sam	10418	rep2l	4.234	0.044583377	-0.117329862	0.223134415	-0.029479425	0.237851052	0.021200003	0.15418832	0.093418032	-0.119543002	0.060083297	-0.190863818	0.045932363	-0.021461099	-0.05574491	-0.005487309	-0.015708703	-0.090566774	0.000832193	-0.088684899	0.017336254	-0.14980891	0.019218537	-0.16705886	-0.011383424	-0.192737948	-0.020346124	-0.177758244	-0.069837491	-0.144571454	-0.106062234	-0.097326818	-0.123605719	-0.047509584	-0.126960989	0.001244705	-0.123817771	0.094073783	-0.106438141	0.142765759	-0.091161451	0.186958022	-0.06714381	0.234639619	-0.006219362	0.220191164	0.055865129	0.188495335	0.079185448	0.102641433	0.102921949	0.055683598	0.103402552	0.00589069	0.098160851	-0.055769194	0.086393302	-0.150888111	0.035556409	-0.191499279	0.023460132	0.02198548	-0.080214293	-0.055455222	-0.040402044	-0.105541708	-0.025197992	0.148429561	-0.021025553	0.073276606	-0.015526133	-0.045123736	-0.008893168	-0.13799374	0.002406227	0.17466698	0.029241274	0.116676367	0.032587125	0.051148152	0.03294925	-0.019300792	0.028990576	-0.115077309	0.018084477	0.097474388	0.079082109	0.044495861	0.070190158	-0.015282985	0.059117442	-0.073172991	0.043670844	-0.152296336	0.059448859	-0.009714546	-0.036236193
sam_10418_rep2l_09	Sam	10418	rep2l	4.129	0.049891048	-0.116944409	0.222934136	-0.029577851	0.237728723	0.019995659	0.15215524	0.093844168	-0.119012508	0.06017481	-0.190729775	0.048006698	-0.021592942	-0.054450136	-0.008437861	-0.016146443	-0.093217242	0.001668224	-0.091761748	0.017086828	-0.146879876	0.019926599	-0.168563472	-0.009946358	-0.191936027	-0.022131708	-0.177824429	-0.070242248	-0.144364523	-0.106409848	-0.097327348	-0.125263814	-0.047175539	-0.129325301	0.001716805	-0.125258471	0.094427244	-0.106743383	0.142821699	-0.090650955	0.186755203	-0.06649776	0.234722719	-0.006024675	0.21973369	0.055597172	0.188413772	0.07914358	0.102595442	0.102071086	0.055820517	0.101924094	0.006254281	0.096273064	-0.055196806	0.084706602	-0.151192226	0.036364716	-0.191118583	0.025400264	0.023451481	-0.078880084	-0.054940353	-0.039761503	-0.105209273	-0.025053812	0.148667625	-0.019954482	0.073457548	-0.014419457	-0.045071216	-0.009789066	-0.138496844	0.003854526	0.174702508	0.029086154	0.116766383	0.032587129	0.051281949	0.032582743	-0.019083442	0.028465551	-0.114857583	0.018121564	0.097416236	0.079632026	0.044582562	0.07018658	-0.014996669	0.058369702	-0.072930223	0.04329791	-0.152519547	0.060826482	-0.011860754	-0.035722167
sam_10418_rep2l_10	Sam	10418	rep2l	4.339	0.051229977	-0.119010718	0.222066828	-0.027313317	0.235001069	0.021686155	0.15421114	0.09236	-0.119911557	0.060637518	-0.189415484	0.050551393	-0.016113743	-0.056774282	-0.002627335	-0.016408717	-0.090937836	0.001184425	-0.089291495	0.017606745	-0.151685389	0.020463572	-0.166939746	-0.008953215	-0.194718871	-0.021965997	-0.179876273	-0.071524019	-0.145520755	-0.108161165	-0.097490157	-0.125561347	-0.047348219	-0.130560696	0.001791163	-0.127312472	0.094781341	-0.108491001	0.142513639	-0.090393974	0.185018631	-0.06451307	0.233383715	-0.005642757	0.216969633	0.053598895	0.187056981	0.077482272	0.102277914	0.102449431	0.055430889	0.10272788	0.005775014	0.097186572	-0.055847529	0.085787315	-0.151631216	0.036568197	-0.191119699	0.027248481	0.023388016	-0.078795911	-0.0547102	-0.038691353	-0.105003197	-0.023670391	0.148359975	-0.019917267	0.073190622	-0.015026186	-0.045159146	-0.009223001	-0.137897894	0.00399308	0.174482617	0.030028504	0.116470235	0.032845535	0.051007089	0.032294947	-0.019391305	0.028788956	-0.115062775	0.018468143	0.097259781	0.078778013	0.044340559	0.069749664	-0.015315224	0.058382785	-0.073317369	0.043527941	-0.152949157	0.061180948	-0.006725261	-0.037666507
sam_10418_rep2l_11	Sam	10418	rep2l	4.456	0.055121593	-0.119595243	0.218865033	-0.031346543	0.238190512	0.019493901	0.14898564	0.093464996	-0.116537624	0.06486933	-0.192180797	0.048481833	-0.016010493	-0.055944838	-0.0072037	-0.015638344	-0.090565308	0.001047207	-0.089499051	0.018118287	-0.152562172	0.020154252	-0.166063535	-0.012108739	-0.192148884	-0.023464102	-0.175793429	-0.069597976	-0.144474575	-0.107066426	-0.097291505	-0.125830762	-0.047107747	-0.129858657	0.001943255	-0.127200146	0.095588619	-0.110329307	0.143095748	-0.091091413	0.184829428	-0.063929686	0.234624096	-0.005787644	0.218303466	0.055118451	0.186931747	0.077617176	0.102110958	0.102505255	0.05524005	0.103551193	0.005442311	0.09845449	-0.056338271	0.087016781	-0.151505784	0.036049446	-0.19217008	0.024282813	0.023584551	-0.078715423	-0.05423841	-0.037732151	-0.104961368	-0.023845389	0.14816383	-0.022248237	0.073224949	-0.015299216	-0.04491831	-0.008344142	-0.138175489	0.003306657	0.17413304	0.027442639	0.116381867	0.031947259	0.05095281	0.032864862	-0.019426461	0.02882016	-0.115036976	0.018599048	0.096881097	0.080043976	0.044084889	0.070613272	-0.015731955	0.059870889	-0.073771265	0.044839041	-0.153391768	0.063722222	-0.009574531	-0.037321049
sam_10418_rep2l_12	Sam	10418	rep2l	4.311	0.051096474	-0.118225913	0.220372175	-0.028853207	0.234245973	0.020772097	0.154720339	0.092723955	-0.120263322	0.062084775	-0.191883901	0.049394551	-0.015092709	-0.058384839	-0.007137783	-0.017035593	-0.091444011	-0.000116737	-0.088948243	0.017329731	-0.146209491	0.020688434	-0.167249048	-0.011736165	-0.191321027	-0.022691518	-0.179440717	-0.071220367	-0.144460463	-0.106669409	-0.097612212	-0.126575431	-0.047151348	-0.130910324	0.00192039	-0.126815694	0.094745633	-0.108011813	0.142845555	-0.090862299	0.185704579	-0.065266244	0.232172472	-0.005322935	0.217228175	0.053680968	0.187470896	0.077835013	0.102561796	0.103041983	0.055623561	0.103767945	0.005790715	0.098936087	-0.056195719	0.088030658	-0.151675937	0.037412675	-0.191697198	0.025483026	0.02245627	-0.079897708	-0.054705026	-0.039151356	-0.105037242	-0.024613424	0.148414525	-0.020880462	0.073342064	-0.015713361	-0.045158406	-0.010280176	-0.138138293	0.003201335	0.174539105	0.029133085	0.116638104	0.032488899	0.051199956	0.03296157	-0.019212243	0.029371269	-0.114775715	0.018638658	0.097249228	0.079842705	0.044294391	0.071334895	-0.015465954	0.060257755	-0.073505074	0.045231295	-0.152854105	0.063178371	-0.007997188	-0.037586759
sam_10418_rep2l_13	Sam	10418	rep2l	3.924	0.045922098	-0.118266416	0.221989774	-0.029191873	0.236454741	0.023866393	0.155072587	0.094095438	-0.120480317	0.059501635	-0.192158331	0.048399027	-0.020130612	-0.056986681	-0.006561293	-0.017132953	-0.090011204	0.001125592	-0.089210815	0.01653843	-0.147883547	0.020487741	-0.168150523	-0.009403676	-0.193435747	-0.022421694	-0.177561009	-0.069935048	-0.142463845	-0.103402969	-0.096716842	-0.122526686	-0.047223024	-0.127674189	0.001583614	-0.124679636	0.094844702	-0.10850314	0.143533084	-0.09230477	0.186913573	-0.066680414	0.233913391	-0.005768539	0.21968707	0.055658938	0.188777547	0.079856754	0.102587693	0.102864167	0.055745639	0.102130188	0.006275697	0.095765276	-0.054995003	0.083691236	-0.151394754	0.036580997	-0.192578058	0.025130375	0.020599328	-0.081884297	-0.054901637	-0.039415907	-0.104915862	-0.023626155	0.148467666	-0.021252253	0.073359774	-0.01581755	-0.04511609	-0.009616843	-0.138859393	0.002913339	0.174818972	0.03121771	0.11669583	0.03316097	0.051243769	0.031620977	-0.019086141	0.027760298	-0.114963755	0.018006983	0.097029162	0.081110329	0.044559371	0.069948927	-0.014821517	0.057242274	-0.073042735	0.043320452	-0.152641886	0.060633663	-0.010771144	-0.036136421
sam_10418_rep2l_14	Sam	10418	rep2l	3.956	0.043486498	-0.119046339	0.222872769	-0.027732379	0.238290401	0.025374467	0.153750035	0.093053887	-0.118548556	0.059954866	-0.19172024	0.049270902	-0.01857228	-0.054498	-0.010187433	-0.016416013	-0.091899352	0.001143935	-0.089365702	0.016692673	-0.144564924	0.01952841	-0.169024304	-0.009790507	-0.194351678	-0.019664343	-0.178816315	-0.070404115	-0.143719948	-0.104944524	-0.097549903	-0.125081046	-0.047398373	-0.130084735	0.001621007	-0.126113604	0.094433187	-0.107486134	0.14258233	-0.090615311	0.185734158	-0.065534488	0.234734498	-0.006299738	0.220741817	0.056358465	0.188745638	0.079466473	0.102623578	0.100997356	0.056025693	0.100454815	0.006621716	0.094600944	-0.054672225	0.083192719	-0.151053451	0.036362702	-0.192605121	0.026090767	0.023581062	-0.078582765	-0.054585829	-0.038392579	-0.104927641	-0.023502795	0.148640972	-0.019168798	0.073380465	-0.014497758	-0.045278161	-0.010420411	-0.13980913	0.003464976	0.174860826	0.031299926	0.116765151	0.033201552	0.051286236	0.032441484	-0.019002823	0.027882527	-0.114889197	0.017687436	0.097602107	0.079009577	0.044963696	0.068546743	-0.014555845	0.056694087	-0.072502135	0.042047818	-0.152402025	0.060161991	-0.011341248	-0.036705117
sam_10418_rep2l_15	Sam	10418	rep2l	4.187	0.04897208	-0.118351148	0.221709328	-0.027305761	0.237030125	0.021016786	0.148989933	0.093380259	-0.119066338	0.062500114	-0.192149164	0.049199193	-0.016619867	-0.058429338	-0.003310474	-0.016413345	-0.090628714	0.001914156	-0.089661847	0.017633385	-0.147686759	0.020463346	-0.167393863	-0.009689865	-0.192335409	-0.02042944	-0.17969704	-0.071590696	-0.143658102	-0.105528884	-0.09736299	-0.125268771	-0.047304992	-0.131344674	0.001843495	-0.127086538	0.094459357	-0.107479294	0.143019386	-0.091512411	0.186524008	-0.066339176	0.23242384	-0.005214388	0.221138505	0.057377822	0.188078464	0.079755701	0.101963667	0.100665567	0.055354416	0.101029168	0.005806796	0.095985517	-0.05572358	0.084815937	-0.151529488	0.036173884	-0.192212167	0.02564644	0.021791773	-0.080508421	-0.055092772	-0.039745618	-0.105229947	-0.02463472	0.148236879	-0.020109499	0.073116347	-0.015076129	-0.044922668	-0.008017875	-0.137755021	0.004669573	0.174149442	0.028135501	0.116328357	0.032195899	0.050893305	0.032969045	-0.019504369	0.029108957	-0.115065947	0.018807083	0.0968482	0.079953508	0.044422613	0.068639552	-0.015487626	0.058663337	-0.073461963	0.043756551	-0.153291087	0.063271848	-0.006948119	-0.037652137
sam_10418_rep2l_16	Sam	10418	rep2l	4.043	0.048851045	-0.117969176	0.220762296	-0.029833452	0.236866773	0.022635888	0.156660583	0.092705636	-0.116333426	0.062868048	-0.193442344	0.047830947	-0.020954287	-0.054916392	-0.010900099	-0.01645116	-0.089495479	0.000194358	-0.087490237	0.017288645	-0.150068391	0.020368759	-0.165975948	-0.01163604	-0.193070006	-0.02531095	-0.17689643	-0.069728505	-0.143063113	-0.104778979	-0.09706745	-0.124759051	-0.047052252	-0.129884557	0.00196145	-0.126101554	0.094699209	-0.107141826	0.142678478	-0.089945569	0.185684965	-0.064805862	0.2341522	-0.005637791	0.219140291	0.055302522	0.18831333	0.079125554	0.102578453	0.10241353	0.055762593	0.10237031	0.006118968	0.096959997	-0.055520104	0.085712459	-0.151200358	0.03632576	-0.193327013	0.025168495	0.023426336	-0.078983232	-0.054903049	-0.039864141	-0.105020354	-0.024612601	0.148669214	-0.020468616	0.073509753	-0.01464673	-0.045171784	-0.010506996	-0.139869172	0.002838936	0.174751435	0.029406981	0.116768757	0.031838852	0.051324461	0.031929088	-0.019034476	0.028223467	-0.114807487	0.018506464	0.097832901	0.077685737	0.044727606	0.069346095	-0.015102918	0.05883182	-0.073254245	0.044403881	-0.153002127	0.063640935	-0.013218547	-0.035939982
sam_10418_rep2l_17	Sam	10418	rep2l	4.349	0.05179701	-0.119773006	0.220470109	-0.029123544	0.235644307	0.019772097	0.150669509	0.093158664	-0.1177018	0.063094431	-0.191211907	0.049116463	-0.017755976	-0.057037194	-0.002519077	-0.017066404	-0.089317425	0.001209357	-0.087495949	0.017841866	-0.148252494	0.019921258	-0.166776328	-0.011882067	-0.194596804	-0.024431674	-0.179081843	-0.07111109	-0.144270724	-0.106386741	-0.097283537	-0.124973934	-0.047275525	-0.129628211	0.001800922	-0.127397028	0.094899066	-0.108860722	0.142948506	-0.091344032	0.18589506	-0.065656617	0.232876143	-0.005493954	0.217483343	0.054093347	0.186928944	0.077283483	0.102300774	0.102843717	0.055374341	0.103929619	0.005534915	0.098896141	-0.056240098	0.087280289	-0.151536067	0.036571419	-0.192315844	0.025129835	0.022732917	-0.079511827	-0.055038897	-0.039737933	-0.105211476	-0.024787208	0.148241322	-0.020987609	0.073181743	-0.015322965	-0.045061326	-0.009054763	-0.138194387	0.003371988	0.174287528	0.028675544	0.116437168	0.032439475	0.05099925	0.032834291	-0.019379586	0.029022291	-0.114965279	0.0186132	0.096828035	0.080748021	0.044010336	0.071554017	-0.015695357	0.060237045	-0.073873979	0.045632501	-0.15318941	0.063697149	-0.007100153	-0.037398985
sam_10418_rep2l_18	Sam	10418	rep2l	4.03	0.048640453	-0.119195522	0.222613032	-0.028330464	0.237488239	0.022174198	0.151251092	0.094088956	-0.117661681	0.061176386	-0.190751532	0.049487202	-0.019114536	-0.056295996	-0.009435755	-0.015227308	-0.090407041	0.00070971	-0.088561409	0.016642637	-0.153280333	0.020557549	-0.166537543	-0.009476209	-0.194379343	-0.022437433	-0.175501909	-0.068914555	-0.142467864	-0.103896982	-0.096878477	-0.123647874	-0.047190794	-0.129192464	0.001776339	-0.126074332	0.095226837	-0.109644556	0.143721394	-0.092528344	0.186729845	-0.066346835	0.234441419	-0.005788177	0.219576607	0.055844833	0.188155524	0.079242386	0.102322934	0.102026686	0.055577903	0.101567524	0.006116516	0.095411354	-0.055217432	0.083584892	-0.151635524	0.036549742	-0.191919113	0.026339206	0.022796336	-0.079601826	-0.055016482	-0.039800516	-0.105148733	-0.024535514	0.148411722	-0.021178069	0.07333873	-0.014825533	-0.045011817	-0.008895112	-0.139246883	0.003917678	0.174707999	0.031026668	0.116594133	0.033792116	0.051081292	0.032685382	-0.019285953	0.028421207	-0.115068504	0.01766838	0.097079887	0.080046909	0.044577229	0.06902905	-0.014888371	0.056733975	-0.073079139	0.042688939	-0.152901226	0.061132085	-0.011638066	-0.036712029
sam_10418_rep2l_19	Sam	10418	rep2l	4.202	0.048058998	-0.118832863	0.222431385	-0.028848373	0.236543228	0.021763065	0.153826943	0.093638233	-0.116553238	0.06123891	-0.19055704	0.047798547	-0.017892829	-0.054516783	-0.009616005	-0.01564412	-0.090975224	0.001528706	-0.089193201	0.017318428	-0.151821531	0.019984016	-0.167602498	-0.008614076	-0.19191498	-0.021862286	-0.178520106	-0.070712648	-0.144711904	-0.106911674	-0.097366671	-0.125177442	-0.047267405	-0.129758335	0.00174912	-0.126346956	0.094787214	-0.10831152	0.143065868	-0.091346676	0.186308366	-0.065969907	0.234350821	-0.005820658	0.218539943	0.054920257	0.187977621	0.078883468	0.102404898	0.102812427	0.055532396	0.102677116	0.00592391	0.096885159	-0.05553498	0.08506675	-0.150573344	0.034592605	-0.191987594	0.024914689	0.024613254	-0.077558653	-0.054524589	-0.038262255	-0.1048446	-0.023208203	0.148391134	-0.020766967	0.073280214	-0.015163157	-0.04516704	-0.009538082	-0.139334221	0.003746288	0.174539128	0.029634897	0.116550671	0.032202904	0.051106822	0.031887967	-0.019256466	0.028312315	-0.115008327	0.018331578	0.097340703	0.07895026	0.044429578	0.069823128	-0.015244578	0.05849658	-0.073379326	0.044100097	-0.152679417	0.060752739	-0.010225099	-0.037089493
sam_10418_rep2l_20	Sam	10418	rep2l	4.854	0.05187411	-0.117761478	0.222116251	-0.025104926	0.234866573	0.020208768	0.158200816	0.089621605	-0.1195708	0.061787755	-0.192792707	0.049535952	-0.013796377	-0.05821911	-0.001737021	-0.015582338	-0.092213682	0.001059723	-0.089892378	0.018089948	-0.150482828	0.020674689	-0.168293867	-0.009504647	-0.194631123	-0.022092497	-0.179385714	-0.071160554	-0.144778701	-0.106989388	-0.097451708	-0.125421361	-0.047317437	-0.131239035	0.001928807	-0.127480356	0.094160476	-0.106230216	0.141501144	-0.088047312	0.184067429	-0.063124581	0.232401639	-0.005340328	0.217120512	0.053574776	0.187054008	0.077153401	0.102187936	0.099935465	0.055681497	0.100482209	0.006039462	0.096286257	-0.055859572	0.086368977	-0.151789606	0.037178131	-0.194121853	0.02510862	0.023689038	-0.078538587	-0.054841291	-0.039196448	-0.105160288	-0.024439113	0.148568403	-0.018726425	0.073326425	-0.014569634	-0.044976216	-0.008643062	-0.139156998	0.003116382	0.174638633	0.029765953	0.116625919	0.032550594	0.051150886	0.032300406	-0.019329886	0.029431603	-0.114962527	0.018967259	0.097786743	0.076773119	0.044591788	0.069159963	-0.015233099	0.058653058	-0.073517959	0.044725525	-0.153080756	0.063032773	-0.005204101	-0.038131515
sam_10418_rep2l_21	Sam	10418	rep2l	3.938	0.045590333	-0.119971601	0.221162254	-0.030282758	0.236532976	0.019291178	0.153566125	0.095648387	-0.117967146	0.061431882	-0.191256309	0.047779694	-0.017543365	-0.056247154	-0.010266201	-0.015755073	-0.093243767	0.001566158	-0.091383884	0.016474699	-0.148962457	0.020488786	-0.166184574	-0.010671596	-0.192659229	-0.024333515	-0.176946402	-0.069811668	-0.142251764	-0.103576019	-0.096443096	-0.122572232	-0.047010392	-0.128825907	0.001938295	-0.126050562	0.09554081	-0.110203626	0.143912662	-0.092508733	0.186312038	-0.065636122	0.234170875	-0.005647692	0.218990903	0.055193573	0.189067914	0.080432633	0.102640225	0.103752677	0.055702178	0.102839042	0.006160683	0.096587653	-0.055272781	0.084792852	-0.151003183	0.03595856	-0.191709535	0.02448404	0.022954072	-0.079433802	-0.054701701	-0.039377617	-0.105047782	-0.024875693	0.148732927	-0.019638095	0.073509463	-0.013697629	-0.044933923	-0.00946336	-0.139186061	0.003540507	0.174575436	0.028408323	0.116739215	0.032429238	0.051277718	0.032780015	-0.019108357	0.028833388	-0.114839234	0.017630298	0.097119271	0.080719921	0.044516036	0.070366402	-0.015084425	0.058678729	-0.073210727	0.044245448	-0.152520155	0.061125385	-0.011975959	-0.036899017
