J1	J2	J3	J4	J5	J6	J7	J8	J9	J10	J11	J12	J13	J14	J15	J16	J17	J18	J19	J20	J21	J22	J23	J24	J25	J26	J27	J28	J29	J30	J31	J32
 -0.0418308000637152	  0.3801915338181000	 -0.3046209972108686	  0.0527762927655020	 -0.0608763282035712	 -0.5328217699327926	 -0.1691115053783052	 -0.0310594324828754	 -0.4450340696346012	 -0.1189021566405826	  0.0607559242885252	 -0.0424472127456373	 -0.2017880964342703	 -0.1198339323488419	  0.1178184876612101	 -0.0767860544777569	 -0.3712757956831857	  0.3850525231348412	 -0.1165695765335755	 -0.1536035195855623	  0.3333741512820755	  0.0004428688473523	  0.1239495597396936	  0.0109340492067546	 -0.1783461950718047	 -0.0810908962606756	 -0.1170320188796587	  0.0022196021754307	  0.0928998798631924	  0.0499780467953653	 -0.1730797047718647	 -0.2912015971576801
 -0.0246340517424289	  0.1635573472857144	 -0.3049038296538242	  0.1201066027879877	 -0.1227946012893245	 -0.1434674563229254	 -0.0799014378776081	  0.0096438353141759	 -0.1410677556684262	 -0.0336744967191387	 -0.0120852542408308	  0.0163082247596672	 -0.0881684981723246	 -0.1600772753293858	  0.2337489340462310	 -0.0404338969452138	 -0.1077165770470768	  0.1749765180094099	 -0.0401687410411039	 -0.0356516747675443	  0.2974989075302713	 -0.0572719982265976	  0.0424350147417575	  0.0590067232253471	 -0.0550538066581908	 -0.0496709521294215	 -0.0409181856230298	 -0.0788649902904241	  0.0774643418371710	 -0.0183638606717266	 -0.1360760062539896	 -0.3068106371800048
 -0.0371629732336372	  0.1688588615451190	 -0.2797534366113173	  0.1215894905379248	 -0.1260366057612817	 -0.1446443154477118	 -0.0528476730089531	  0.0160773065570728	 -0.1256257941711919	  0.0467426090273398	  0.2103472065413502	  0.0244417262576623	 -0.0555778201857684	 -0.1561465184158154	 -0.0469488460270650	  0.0204757023340593	 -0.1079528052139443	  0.1779182416312842	 -0.0219256202555230	  0.0489501765278596	  0.2692117572535238	 -0.0791675420032755	  0.0462531909497920	  0.0617057100336154	  0.0211807441452124	 -0.0071829531938755	 -0.0386024044316772	 -0.4344088616770405	  0.0539680593936083	 -0.0348456955314795	 -0.1200917703388947	 -0.2770555619205137
 -0.1079801093566053	  0.1610190206005529	 -0.4763562405720220	  0.0190698080462031	 -0.0115104216906262	 -0.1949722380804571	  0.0045818747158907	 -0.0836068632872251	 -0.1692229894307526	 -0.0316512554048245	  0.3027336595214503	 -0.0553812685470253	 -0.0846074909265970	 -0.1144610683820381	  0.0585476663163293	 -0.0251641825024647	 -0.1520000454514312	  0.1681006016973204	 -0.0172044003719904	 -0.0357150607362386	  0.4332930388464412	 -0.2384516066462124	  0.0280434164129966	 -0.0932299674789864	 -0.0271346033274691	 -0.0326440516074687	 -0.0696407370818739	 -0.1591770684188416	  0.1111953153975566	  0.1308356332988255	 -0.0336969248515095	 -0.4003985786670893
 -0.0418833695081647	  0.2834363595522914	 -0.3779463250663883	  0.0316017599729498	 -0.0848063024204603	 -0.3219849933760797	 -0.1395379459774969	 -0.0256279827211051	 -0.2858605151016122	 -0.0698137790137962	  0.0382981147454340	 -0.0342873046234618	 -0.1476817970379624	 -0.1633623938462191	  0.0831986846831769	 -0.0587137895142171	 -0.2384926532283963	  0.3019723699729176	 -0.0976807426790162	 -0.0862114471080021	  0.4037484594375761	  0.1548793020126108	  0.0688176246957565	  0.0172140255037551	 -0.1122945887190505	 -0.0687211146171945	 -0.0937594986225130	 -0.1009393131863724	  0.1242864339010183	  0.0593323755793588	 -0.1597309381171666	 -0.3912990381291057
 -0.0173459011077045	  0.1001353455913705	 -0.2336241720770144	  0.1559168955363199	 -0.2028019799591357	 -0.1006566011199768	 -0.0260779139668443	  0.0829679975387795	 -0.0906147279557840	  0.0143414816880117	  0.0777580857259424	  0.0953374841197365	 -0.0501344956577325	 -0.2135647306000834	 -0.0156862318642751	 -0.0022857705617582	 -0.0773307058157984	  0.1011474356400868	  0.0255851945310933	  0.0183175533915326	  0.1994224260697730	  0.0361168479247932	  0.0219313626590356	  0.1438757259939443	  0.0006168941663406	 -0.0193183388107793	 -0.0325037880157925	 -0.1656692817264519	  0.0339757576395954	 -0.1173482550364613	 -0.1181356620744749	 -0.2648293434495033
 -0.0441094837256756	  0.1437952690205383	 -0.3153965172401183	  0.1352910112665693	 -0.1088041788161407	 -0.1665063442036867	  0.0067567591876314	  0.0328817711111636	 -0.1504147141845925	 -0.0804442887358035	  0.0477510403461946	  0.0935723326421487	 -0.0847095462565394	 -0.1669704311364571	  0.1169366442940729	 -0.0540949208841200	 -0.1276880939629877	  0.1507409094253800	  0.0486155407722205	 -0.0904391447960905	  0.3201633226403389	 -0.0034786692508925	  0.0288076818623104	  0.1084799198829454	 -0.0777077993227363	 -0.0454770418376868	 -0.0554149388898568	 -0.0827339714261894	  0.0776461097496238	 -0.0047885594434227	 -0.1778942391029069	 -0.3130671505100214
 -0.0958653647997113	  0.1010324439691522	 -0.2816451202884016	 -0.0317627644316541	 -0.0091336001818138	  0.0662674511932377	 -0.3163991507944910	  0.1800900131531660	  0.0132319098414220	  0.2114151227990742	  0.2208758433619269	  0.0930316768493319	 -0.0403838644983834	 -0.0634504037188526	  0.2043781119607329	  0.0617608918214216	  0.0598925471827132	  0.1262148659041580	 -0.1488573799333809	  0.2574392974040097	  0.2194045435752413	 -0.3451497697010813	  0.0532282523007706	  0.2923533201058333	  0.1384674045493834	 -0.0311994276973137	  0.0475375775796014	  0.0931477060663130	  0.0398205050378920	  0.0698182091844183	 -0.2816819403085307	 -0.1976712763231083
 -0.0449778905874084	  0.2579919276000183	 -0.2589271004467099	  0.2070066359269321	 -0.1692653313347340	 -0.3811798857070751	 -0.2867344524016900	  0.0068297217985892	 -0.3225513453268010	  0.1007736995894955	 -0.1734858979112086	 -0.0939958696885339	 -0.1467021050229943	 -0.1898878851668070	  0.0066676699496030	  0.0338970693449586	 -0.2761973802545800	  0.2522847903328407	 -0.2189330335166447	  0.1009033755734315	  0.2506247295196131	  0.0127612251339335	  0.0733543651090050	  0.0344678507934478	  0.0107422484327562	 -0.0388670834863856	 -0.0994269275118495	  0.3214094285643102	  0.0221313867777791	 -0.0715765779800232	 -0.1228015152815725	 -0.2848759585392924
 -0.0514269531386665	 -0.0713010503623844	 -0.3834659276186137	  0.1015402642614516	 -0.0324700061582718	  0.0576119656680478	 -0.0049683707744420	 -0.0170715340724098	  0.0179652936045724	 -0.1820268609781871	  0.3223236186569055	  0.0337359612031015	 -0.0564168206862165	 -0.1131809710235513	  0.1172180919856268	 -0.1435684892811889	  0.0360586659502813	 -0.0593331560983481	  0.0173051892358312	 -0.1812407310803091	  0.4488645938862463	  0.0474984070284236	 -0.0460219308362967	  0.0248646140858565	 -0.1498667114524314	 -0.1003387011572442	 -0.0062262251632202	  0.1797114234323784	  0.1239030547391848	  0.1111074924183313	 -0.1189322380776170	 -0.3723283075409642
