J1	J2	J3	J4	J5	J6	J7	J8	J9	J10	J11	J12	J13	J14	J15	J16	J17	J18	J19	J20	J21	J22	J23	J24	J25	J26	J27	J28	J29	J30	J31	J32	J33	J34	J35	J36	J37	J38	J39	J40	J41	J42	J43	J44	J45	J46	J47	J48	J49	J50	J51	J52	J53	J54	J55	J56	J57	J58	J59	J60	J61	J62	J63	J64	J65	J66	J67	J68	J69	J70	J71
 -0.1458749323402685	 -0.2329734251279419	 -0.0677022127167792	 -0.3817706008126713	  0.0076756114292949	 -0.0521630218840362	  0.1011430044318943	  0.0246603518088925	  0.2652628849256956	 -0.0315757744348233	 -0.0413899832806974	  0.1096185928584120	  0.0580102927218840	  0.1600947283385066	  0.0050134629876551	  0.0334932772206028	  0.0997918048228964	  0.0282520241158354	  0.1650063596722721	 -0.0698352359219065	  0.2169125480561527	  0.0459110405506135	  0.0525803587330935	  0.1617136332253668	 -0.0757835597698199	 -0.0363513158920076	  0.0394176593127021	 -0.0740594340411953	 -0.0625368997481977	 -0.1423503449459338	  0.3735928286654137	  0.1003584913937948	  0.0089055493606915	 -0.0002534793136406	 -0.0405797343018635	  0.0157415591614813	 -0.0358077954233291	 -0.0293462144885416	 -0.2276136237399718	  0.2866588897621425	 -0.0036904922051668	  0.0098048164756403	  0.1208238561987253	 -0.1327666001724596	 -0.1562806347876647	 -0.0651948584010622	  0.0465292555923213	  0.0901932753521159	  0.1188956658463916	  0.0554144893652793	  0.0612941506591046	 -0.0586566259358587	 -0.1473689851356512	 -0.0048690425390271	  0.0598457885434159	  0.0462557957497774	  0.0331681710802844	  0.0521945085305107	  0.0210063376337054	  0.1389030824612041	  0.0533785057844074	  0.1747821002918802	  0.0748843713744810	  0.0173466910996291	  0.0121695257451713	  0.0809881620700757	 -0.0042090259648456	  0.0855033720977438	 -0.0110035155339229	 -0.1388328054409499	  0.1231441902909978
 -0.0574665504602173	 -0.2290351832347571	 -0.0725704264970356	 -0.1395580887409799	 -0.0240195392507248	 -0.0456418226889763	 -0.0104716421796603	 -0.0176505281825177	  0.2778044835868243	 -0.0160824143912312	 -0.0786018511879903	  0.0460744238092958	 -0.0446650264336406	  0.0977409819859059	  0.0575303488587876	 -0.0885418917589139	  0.1814543288250755	 -0.0187712375363531	  0.1266945837142668	 -0.0081584087382910	  0.1249933600879578	  0.0550884911382543	  0.0845699833821443	  0.1720448671828811	 -0.0468223555159256	 -0.0801321328166965	 -0.0023178096861715	 -0.0440879570245794	 -0.0154501254161183	 -0.0539553581463594	  0.1717015995258608	  0.0357624938990313	  0.0181434821644802	  0.0902395909484673	  0.0375698604719375	 -0.0478917328278495	 -0.0505535501457688	 -0.0372294946334510	 -0.2606806478169057	  0.2470668614972354	 -0.0086068821073100	  0.0129539371971717	  0.2427213673252180	 -0.0993173584598748	 -0.1152385452463046	 -0.1076016714535683	  0.0304265500778654	  0.1518229402756447	  0.0386554767159207	  0.1006346477460094	  0.1311604527428326	 -0.0336824056897603	 -0.0774797500192050	  0.0437602104837749	  0.0508348041737842	  0.0112740554234749	  0.0349574992011367	  0.0466768406598154	  0.0549593150263847	  0.1317998596057102	  0.1070912755074847	  0.0473275925576432	  0.0812747471224128	  0.0431980454783223	 -0.0057297746578658	  0.0518494144157775	  0.0435609731872108	  0.0494900773105742	  0.0562943197869015	 -0.2006436186075928	  0.2043903876206980
 -0.0268654346462661	 -0.2218070554665374	 -0.0875813143403712	 -0.1476209371171245	 -0.0393050081062847	 -0.0495187762044470	  0.0620947935008153	 -0.0715931895653623	  0.2948777172216645	 -0.0454201092926128	 -0.1004560977071896	  0.1480883937203676	 -0.0033462165372271	 -0.0266434721556449	 -0.0302409867509791	 -0.1913605651825117	  0.0660703335757782	  0.1493886502213373	  0.1623143148954947	  0.0093463480419341	  0.0824352386431556	  0.0127005216736748	  0.0292525419823415	  0.1392779965365923	 -0.0712139804086251	 -0.0721135419870738	 -0.0345820126456235	 -0.0548899210733539	 -0.0208733377115341	  0.0037215348456815	  0.1920194445770206	  0.0889852110804035	 -0.0014499470951399	  0.0892860230053085	 -0.0509138934318397	 -0.3679110269026792	  0.0413457471139815	 -0.0779609984773143	 -0.2534731161748145	  0.2287883088217103	  0.0579205305664144	 -0.0409239983115035	 -0.0180101492385380	 -0.1049605098805986	 -0.0968170733121367	 -0.1190077269987097	  0.0189104420509374	  0.1751922384337538	  0.0912804879268806	  0.1214220301523949	 -0.0007601571196645	 -0.0351054995181019	 -0.0387443367409315	 -0.0068385934474002	  0.0414390219377135	 -0.0055776875626952	  0.0175494321756368	  0.0536055588034808	 -0.0243823212138701	  0.0722911577222775	  0.0452630482726937	  0.0322366023282449	  0.0580723210536822	 -0.0464319271355294	 -0.0341279619642270	  0.0739175308824412	 -0.0918414952497043	  0.0380705271723255	  0.0967031324714701	 -0.1988983951703995	  0.2191697830314686
 -0.0353319615032220	 -0.4392651869688536	 -0.0483330470213722	 -0.1773403953310497	 -0.0385363225800871	 -0.0357830972648348	  0.0797894759411777	 -0.2647146258076288	  0.3478523313747789	 -0.0213083444975017	 -0.0222089363411143	  0.0826989612871397	  0.0489599705828290	 -0.0083091118234442	 -0.0210912093573137	 -0.0507176912956372	  0.2580945723289393	  0.1553095508544127	  0.1784529393308989	  0.0797009095060641	 -0.1202570932548284	  0.0598581528097930	  0.0300174778605671	  0.1844048312430394	 -0.1907870613493166	 -0.2376614397158487	 -0.0162573750381447	 -0.0714035701042799	 -0.0646483262827763	 -0.0477022249443360	  0.1719837539379951	  0.0711559528030514	 -0.0044237605602591	  0.0605465120959721	 -0.0908485094841957	 -0.1063120734026524	 -0.0924892143874666	 -0.0008202919776388	 -0.2892676247960802	  0.4043034950254502	 -0.0152910053766809	  0.0051469026629685	  0.0851705092790216	 -0.0840230175131470	 -0.0392582939266131	 -0.1382199766241128	  0.0113677059467311	  0.1336756370525820	  0.0577750699706441	  0.2037912884595386	  0.0564522594378380	 -0.0359584669396296	 -0.0712564039021230	 -0.0104184671416121	  0.0344406564956007	  0.0110745566815368	  0.0171784662926241	  0.0383000568857997	 -0.0198586109149077	  0.0576929672951788	  0.0555338697459114	  0.0316040035924797	  0.0363252347596236	 -0.0225424626547457	 -0.0129250220121309	  0.0601967285191210	 -0.0521676764851461	  0.0346312043866936	  0.0394445904817926	 -0.1822483948866987	  0.1591862249691113
 -0.1208360677536313	 -0.2388217038091620	 -0.0918503145925374	 -0.2789596034538543	 -0.0016472626336614	 -0.0602188448410782	  0.0915290960677824	  0.0778497557572186	  0.2967933659602018	 -0.0317036171208224	 -0.1081062901737610	  0.1093921853255396	  0.0435147655177690	  0.1594747293130929	  0.0563637794516239	 -0.0168834459404319	  0.0383430080942555	  0.0617420008501364	  0.1635650479532297	 -0.0708750401421307	  0.2603722423280095	  0.0526180525896336	  0.0786782541498147	  0.2258320481168940	 -0.0646663090069782	  0.1151654059500353	 -0.0491934868975956	 -0.0969149508614569	 -0.0693623660201214	 -0.1064733012706018	  0.2945891199721580	  0.0767360628210840	  0.0390440566580992	  0.0851742901494527	  0.0903113684180236	 -0.0681869161802864	  0.1211821626810677	 -0.0775527728880669	 -0.3230654223731473	  0.3621688587154034	  0.0089170039049962	 -0.0022894557653441	  0.0987591306166786	 -0.1268433976418086	 -0.1395382451889129	 -0.0854322564134404	  0.0314589338768175	  0.0311273571917459	  0.1036152283526771	  0.0595807697518456	  0.0711556017925931	 -0.0592751490771083	 -0.1249186562976239	  0.0462869534572004	  0.0451287771039735	  0.0066187185028123	  0.0064074393184291	  0.0086049035300916	  0.0411668954820316	  0.1679868251001251	  0.0694931068303231	  0.0646752519423832	  0.1193071305025850	  0.0301356247697114	 -0.0267189029813405	  0.0360492255638091	  0.0133890796575095	  0.0705270898967125	  0.0756658213948946	 -0.2044834061449874	  0.1007915951404698
  0.0061195147534559	 -0.1478403422724486	 -0.0879609395351469	 -0.0870917663989573	 -0.0263321677570366	 -0.0494887466668058	  0.1273737750283328	 -0.0428744271920109	  0.2112281892713195	 -0.0026616458317105	 -0.1173647571135623	  0.0721225146857871	 -0.0507454261453249	  0.0268303289371256	 -0.0491307676065162	 -0.1180481748767077	  0.0998589002396075	  0.0453159432718926	  0.1059773466379651	  0.0349192906807045	  0.0446966440210287	  0.0196234151625193	  0.0468925544401694	  0.1233404724677828	 -0.0243271483293237	 -0.0026740126669562	 -0.0052336423467045	 -0.0239742228379764	  0.0579254037385273	  0.0026059191996771	  0.1016272108230533	  0.0822729576089068	 -0.0584006189262895	  0.0213703419162897	 -0.0152737303425361	 -0.1267343623266534	 -0.0152452945031317	 -0.1066827260704551	 -0.2641679521545555	  0.1381500647705134	 -0.0302194776059786	  0.0148450081897403	  0.0137795335346452	 -0.0808106876936496	 -0.0921141749842162	 -0.0498939964074334	  0.0271655825313264	  0.0950949663301029	  0.1078457838360617	  0.1292584336551457	  0.0196491595833137	  0.0044456031383385	 -0.0303372133298811	 -0.0264091801323692	  0.0213187256002699	 -0.0042861053845892	  0.0077064671123496	  0.0123860329197169	 -0.0461614356564683	  0.0926705747916239	 -0.0081346645304484	  0.0229037469136615	  0.0036325832847022	 -0.0505047089702133	 -0.0119110236691434	  0.0343266218021465	 -0.0833710912292398	  0.0235368713637941	  0.0124971798725082	 -0.1639963231477168	  0.1806894699632761
 -0.0212737538541276	 -0.2281465693205192	 -0.0826648195224661	 -0.1442563748437517	 -0.0598998872542530	 -0.0538958394030336	  0.0579523283059847	  0.0261800856890212	  0.3056194380370364	 -0.0306712304979805	 -0.0891992220100799	  0.0851001386151731	  0.0645003767406041	  0.0726638447678660	 -0.0260555092130969	  0.0194837595994958	  0.0626531243162372	  0.0561554368639723	  0.1069244997876875	 -0.0431675099851393	  0.1229689055402321	  0.0462041706931018	  0.0664691964247854	  0.1722264169631691	 -0.0595633630971659	 -0.0304735439634032	  0.0070984178496451	 -0.0411374107874922	  0.0382674366081142	 -0.0785031711264688	  0.1482867063979072	  0.0917022785493979	  0.0392351123227822	  0.0077770271447410	  0.0370834657321340	 -0.0532506416388766	  0.0111642946662693	 -0.0379569909337595	 -0.2614970651262203	  0.2608555639259578	  0.0006929362751859	 -0.0063004360387887	  0.1286676562032171	 -0.1153134828229171	 -0.1474462066524311	 -0.1281520155172713	  0.0447516795287747	  0.2130402314306740	  0.0721716156223110	  0.0797427480759024	  0.0783642973309407	 -0.0208464412235197	 -0.0790862145419615	 -0.0103921844928310	  0.0551149950198030	  0.0044154911159016	  0.0354119184973241	  0.0551570568912740	 -0.0127848685378783	  0.0954175320092615	  0.0557900333624673	  0.0421000337384976	  0.0321848958949075	 -0.0289986661336436	 -0.0115425074327874	  0.0829464233600093	 -0.0521384113242877	  0.0590643309931215	  0.0075207251503240	 -0.1898891334501406	  0.2415224238976706
  0.0255522192792422	 -0.3393805690681856	 -0.0880985424369932	  0.0354808547980881	  0.1374266552188650	 -0.0793935552916947	  0.1176828519334447	 -0.1231368820466091	  0.1218251434471445	 -0.1027708088114530	 -0.0051697362637855	  0.0753475359594347	  0.1491058038233956	  0.0259218938710445	  0.0469483609590886	  0.2006996804365422	 -0.0605022332409285	  0.1455036073046396	  0.1680020656036384	 -0.1331610467502175	  0.2756041271991563	 -0.0049742430497662	 -0.0323776921765248	  0.0502117718400261	 -0.2007162349518937	 -0.3779438727097944	 -0.0161513127039938	  0.0248826748267394	  0.1019080057951070	  0.1768076529087352	  0.1029432667495444	  0.1112159189923526	  0.0829154873728109	 -0.0092306035371496	 -0.0781894443650471	  0.1187261139269602	 -0.0301389044730620	 -0.0800085862804950	 -0.1290205627920974	  0.1910555713587408	  0.0067008186575998	 -0.0195733929647290	  0.2026158451853538	 -0.1657212588591654	 -0.2350535534496560	  0.0655394668115365	  0.0552961855837238	 -0.0010295013771771	  0.1403656423609817	 -0.0609669823459881	  0.1026111582315794	  0.0066862369921989	  0.0231593797835456	  0.0870872402605412	  0.0525687560415533	  0.0564578528006373	  0.0731026760775065	  0.0817588982201198	  0.0520994098546746	  0.0643877686125838	  0.0976339380778970	  0.0149365223841451	  0.1379857487660796	  0.0205053386501881	  0.0299814913219351	  0.0826372225377201	  0.0051496491127439	  0.1195416034030033	 -0.0052950949147897	 -0.0023129165593094	 -0.0171732912977373
 -0.0882883089678790	 -0.1740921407020998	 -0.1029961575885854	 -0.2642128348455490	 -0.0741262040731509	 -0.0553423073617630	  0.1634368788458420	 -0.0654377740477692	  0.3008397272290816	 -0.0285954322556951	 -0.1404958686550538	  0.1535381204745153	  0.1566582766005653	  0.3432506067310588	 -0.0339288573486675	  0.1238450683549982	  0.2239406393854171	 -0.0872540640241192	  0.0346987182591868	 -0.0199790849066820	  0.1411713525857550	 -0.0246837314734701	 -0.0031989152918924	  0.0841700607474902	 -0.0614303050918204	 -0.0407828286908501	  0.0455048858260861	 -0.0557716417125709	 -0.0619829757649569	  0.0564614371021638	  0.2367354079654616	  0.1141526174833746	 -0.0855517075249432	 -0.1020973659928519	  0.1141031128093856	  0.2840958974084127	 -0.0415017376025822	 -0.1077687322208764	 -0.2494727434767412	  0.1798374651559173	 -0.0859597704103156	 -0.0079298072684580	  0.0241839185969710	 -0.1097033916357585	 -0.1243578050923262	 -0.1128559319438120	  0.0095938641844724	  0.1788213445803364	  0.2128420270034523	  0.1238000944370524	 -0.0542740698329185	 -0.0597607269117783	 -0.0470226031150255	 -0.0430219431928946	  0.0394870012588735	  0.0140901124513280	  0.0258354022909053	  0.0312546229897960	 -0.0108691615663220	  0.1025071357985242	 -0.0936220643708588	  0.1114880540957822	 -0.0020452012965139	 -0.0047545216531251	  0.0058253971607902	  0.0650140178722057	  0.0133376145225451	  0.0603475053196071	 -0.1353272661084889	 -0.2159537800684627	  0.2638482942290693
 -0.0495398608000578	 -0.2736476886836189	 -0.0531552822415784	  0.0339298005501435	 -0.0507783988557121	 -0.0429861424655590	  0.0363743979360675	 -0.1907124042811788	  0.3844117043837051	 -0.0141855463780906	 -0.0425098364633589	  0.1327768284967172	  0.1170647006817208	  0.0104592079711411	 -0.0181447102910428	  0.2441079599593305	  0.1750707860278487	  0.1703586320723858	  0.2107588074384268	  0.0094550366169994	  0.0334497746743349	  0.0525636159373640	  0.0578889443445503	  0.1900495606854805	 -0.0827594454578539	 -0.0145504198060730	  0.0337823995458085	  0.0125615123022784	  0.0188321819052867	 -0.1394613377929960	 -0.0768749566629522	  0.0882485260456257	  0.0776549705311959	 -0.1139678694156479	 -0.0510590946905638	  0.2011762805316952	 -0.0473097696142633	  0.0083674209955716	 -0.2582785007532598	  0.3881270457178409	  0.0188508378440420	 -0.0016054565663218	  0.0845399356513769	 -0.0963596009960020	 -0.1152153793574113	 -0.1620898972169418	  0.0514857740101563	  0.1634859084958660	  0.0497231265496981	  0.1215779626712264	  0.0469821334529030	 -0.0140051955178742	 -0.0908906141365920	  0.0104167671713561	  0.0522589715100663	  0.0371887901832374	  0.0541961639328657	  0.0536396449585660	  0.0142186394700055	  0.0630076390488618	  0.0739712242015540	 -0.0348781930020919	  0.0047196927862473	 -0.0005527853578359	  0.0331186696087415	  0.0930260716197629	  0.0084430218696738	  0.1022080426398258	 -0.1145173420876643	 -0.2183613588665128	  0.2205585053607217
